cfr_title,cfr_part,part_heading,term
39,232,Conduct on postal property,Federal buildings and facilities
39,232,Conduct on postal property,Penalties
39,233,Inspection service authority,Administrative practice and procedure
39,233,Inspection service authority,"Banks, banking"
39,233,Inspection service authority,Credit
39,233,Inspection service authority,Crime
39,233,Inspection service authority,Infants and children
39,233,Inspection service authority,Law enforcement
39,233,Inspection service authority,Penalties
39,233,Inspection service authority,Privacy
39,233,Inspection service authority,Seizures and forfeitures
39,235,Defense Department liaison,Armed forces
39,235,Defense Department liaison,Civil defense
39,235,Defense Department liaison,Defense Department
39,241,"Establishment, classification, and discontinuance",Organization and functions (Government agencies)
39,242,Change of site,Administrative practice and procedure
39,243,Conduct of offices,Administrative practice and procedure
39,254,Postal Service standards for facility accessibility pursuant to the Architectural Barriers Act,Buildings and facilities
39,254,Postal Service standards for facility accessibility pursuant to the Architectural Barriers Act,Individuals with disabilities
39,255,"Access of persons with disabilities to Postal Service programs, activities, facilities, and electronic and information technology",Civil rights
39,255,"Access of persons with disabilities to Postal Service programs, activities, facilities, and electronic and information technology",Equal employment opportunity
39,255,"Access of persons with disabilities to Postal Service programs, activities, facilities, and electronic and information technology",Federal buildings and facilities
39,255,"Access of persons with disabilities to Postal Service programs, activities, facilities, and electronic and information technology",Individuals with disabilities
39,255,"Access of persons with disabilities to Postal Service programs, activities, facilities, and electronic and information technology",Parking
39,259,Services performed for other agencies,Disaster assistance
39,261,Records and information management,Archives and records
39,262,Records and information management definitions,Archives and records
39,263,Records retention and disposition,Archives and records
39,264,Vital records,Archives and records
39,264,Vital records,Security measures
39,265,Procedure or disclosure of material or information,Administrative practice and procedure
39,265,Procedure or disclosure of material or information,Courts
39,265,Procedure or disclosure of material or information,Freedom of information
39,265,Procedure or disclosure of material or information,Government employees
39,266,Privacy of information,Privacy
39,267,Protection of information,Archives and records
39,267,Protection of information,Classified information
39,267,Protection of information,Privacy
39,267,Protection of information,Security measures
39,268,Privacy of information_employee rules of conduct,Privacy
39,273,Administration of Program Fraud Civil Remedies Act,Administrative practice and procedure
39,273,Administration of Program Fraud Civil Remedies Act,Claims
39,273,Administration of Program Fraud Civil Remedies Act,Fraud
39,273,Administration of Program Fraud Civil Remedies Act,Penalties
39,281,Firm mailings damaged or destroyed through transportation accidents or catastrophes,Business and industry
39,310,Enforcement of the Private Express Statutes,Administrative practice and procedure
39,320,Suspension of the Private Express Statutes,Advertising
39,320,Suspension of the Private Express Statutes,Computer technology
39,447,Rules of conduct for postal employees,Conflict of interests
39,447,Rules of conduct for postal employees,Government employees
39,491,Garnishment of salaries of employees of the Postal Service and the Postal Rate Commission,Government employees
39,491,Garnishment of salaries of employees of the Postal Service and the Postal Rate Commission,Wages
39,492,Administrative wage garnishment from non-postal sources,Administrative practice and procedure
39,492,Administrative wage garnishment from non-postal sources,Claims
39,492,Administrative wage garnishment from non-postal sources,Government employees
39,492,Administrative wage garnishment from non-postal sources,Wages
39,501,Authorization to manufacture and distribute postage evidencing systems,Administrative practice and procedure
39,501,Authorization to manufacture and distribute postage evidencing systems,Postal Service
39,551,Semipostal Stamp Program,Administrative practice and procedure
39,551,Semipostal Stamp Program,Postal Service
39,601,Purchasing of property and services,Government procurement
39,602,Intellectual property rights other than patents,Administrative practice and procedure
39,760,Applicability of Treasury Department regulations,Treasury Department
39,761,Book-entry procedures,Accounting
39,761,Book-entry procedures,Federal Reserve System
39,761,Book-entry procedures,Securities
39,762,Disbursement postal money orders,Currency
39,775,National Environmental Policy Act procedures,Environmental impact statements
39,776,Floodplain and wetland procedures,Flood plains
39,777,Relocation assistance and real property acquisition policies,Relocation assistance
39,778,Intergovernmental review of Postal Service facility actions,Intergovernmental relations
39,912,Procedures to adjudicate claims for personal injury or property damage arising out of the operation of the U.S. Postal Service,Administrative practice and procedure
39,912,Procedures to adjudicate claims for personal injury or property damage arising out of the operation of the U.S. Postal Service,Claims
39,913,Procedures for the issuance of administrative subpoenas under 39 U.S.C. 3016,Administrative practice and procedure
39,913,Procedures for the issuance of administrative subpoenas under 39 U.S.C. 3016,Fraud
39,913,Procedures for the issuance of administrative subpoenas under 39 U.S.C. 3016,Lotteries
39,927,"Rules of procedure relating to fines, deductions, and damages",Administrative practice and procedure
39,927,"Rules of procedure relating to fines, deductions, and damages",Air carriers
39,927,"Rules of procedure relating to fines, deductions, and damages",Government contracts
39,927,"Rules of procedure relating to fines, deductions, and damages",Maritime carriers
39,927,"Rules of procedure relating to fines, deductions, and damages",Penalties
39,931,Rules of procedure governing the compromise of obligations,Administrative practice and procedure
39,946,Rules of procedure relating to the disposition of stolen mail matter and property acquired by the Postal Inspection Service for use as evidence,Claims
39,946,Rules of procedure relating to the disposition of stolen mail matter and property acquired by the Postal Inspection Service for use as evidence,Law enforcement
39,951,Eligibility to practice before the Postal Service,Administrative practice and procedure
39,951,Eligibility to practice before the Postal Service,Lawyers
39,951,Eligibility to practice before the Postal Service,Postal Service
39,952,False representation and lottery orders,Administrative practice and procedure
39,952,False representation and lottery orders,Fraud
39,952,False representation and lottery orders,Lotteries
39,952,False representation and lottery orders,Penalties
39,952,False representation and lottery orders,Postal Service
39,953,Mailability,Administrative practice and procedure
39,953,Mailability,Postal Service
39,954,"Denial, suspension, or revocation of periodicals mail privileges",Administrative practice and procedure
39,954,"Denial, suspension, or revocation of periodicals mail privileges",Postal Service
39,955,Postal Service Board of Contract Appeals,Administrative practice and procedure
39,955,Postal Service Board of Contract Appeals,Government contracts
39,955,Postal Service Board of Contract Appeals,Government employees
39,955,Postal Service Board of Contract Appeals,Postal Service
39,957,Debarment and suspension from contracting,Administrative practice and procedure
39,957,Debarment and suspension from contracting,Government contracts
39,957,Debarment and suspension from contracting,Government employees
39,958,Hazardous materials,Administrative practice and procedure
39,958,Hazardous materials,Penalties
39,958,Hazardous materials,Postal Service
39,959,Private express statutes,Administrative practice and procedure
39,959,Private express statutes,Postal Service
39,959,Private express statutes,Privacy
39,960,Equal Access to Justice Act in Postal Service proceedings,Claims
39,960,Equal Access to Justice Act in Postal Service proceedings,Equal access to justice
39,960,Equal Access to Justice Act in Postal Service proceedings,Lawyers
39,961,Debt Collection Act petitions against current employees,Administrative practice and procedure
39,961,Debt Collection Act petitions against current employees,Claims
39,961,Debt Collection Act petitions against current employees,Government employees
39,961,Debt Collection Act petitions against current employees,Wages
39,962,Program Fraud Civil Remedies Act,Administrative practice and procedure
39,962,Program Fraud Civil Remedies Act,Claims
39,962,Program Fraud Civil Remedies Act,Fraud
39,962,Program Fraud Civil Remedies Act,Penalties
39,962,Program Fraud Civil Remedies Act,Postal Service
39,963,Pandering,Administrative practice and procedure
39,963,Pandering,Advertising
39,963,Pandering,Postal Service
39,964,Withheld mail,Administrative practice and procedure
39,964,Withheld mail,Fraud
39,964,Withheld mail,Postal Service
39,965,Mail disputes,Administrative practice and procedure
39,965,Mail disputes,Postal Service
39,966,Administrative offsets initiated against former Postal Service employees,Administrative practice and procedure
39,966,Administrative offsets initiated against former Postal Service employees,Claims
39,966,Administrative offsets initiated against former Postal Service employees,Government employees
39,966,Administrative offsets initiated against former Postal Service employees,Wages
39,3000,The Commission and its offices,Organization and functions
39,3000,The Commission and its offices,Seals and insignia
39,3001,Employee standards of conduct,Administrative practice and procedure
39,3001,Employee standards of conduct,Confidential business information
39,3001,Employee standards of conduct,Freedom of information
39,3001,Employee standards of conduct,Sunshine Act
39,3005,Privacy Act rules,Privacy
39,3006,Public records and Freedom of Information Act,Administrative practice and procedure
39,3006,Public records and Freedom of Information Act,Freedom of information
39,3006,Public records and Freedom of Information Act,Reporting and recordkeeping requirements
39,3006,Public records and Freedom of Information Act,Sunshine Act
39,3007,Commission meetings,Administrative practice and procedure
39,3007,Commission meetings,Confidential business information
39,3010,Rules of practice and procedure,Administrative practice and procedure
39,3010,Rules of practice and procedure,Confidential business information
39,3010,Rules of practice and procedure,Freedom of information
39,3010,Rules of practice and procedure,Sunshine Act
39,3011,Non-public materials provided to the Commission,Administrative practice and procedure
39,3011,Non-public materials provided to the Commission,Confidential business information
39,3012,Ex Parte communications,Administrative practice and procedure
39,3012,Ex Parte communications,Courts
39,3013,Procedures for compelling production of information by the Postal Service,Administrative practice and procedure
39,3013,Procedures for compelling production of information by the Postal Service,Confidential business information
39,3013,Procedures for compelling production of information by the Postal Service,Postal Service
39,3013,Procedures for compelling production of information by the Postal Service,Reporting and recordkeeping requirements
39,3020,Rules applicable to Postal Service requests for changes in the nature of postal services,Administrative practice and procedure
39,3020,Rules applicable to Postal Service requests for changes in the nature of postal services,Postal Service
39,3021,Rules for appeals of Postal Service determinations to close or consolidate post offices,Administrative practice and procedure
39,3022,Rules for complaints,Administrative practice and procedure
39,3023,Rules for rate or service inquiries,Administrative practice and procedure
39,3024,Special rules for complaints alleging violations of 39 U.S.C. 404a,Administrative practice and procedure
39,3024,Special rules for complaints alleging violations of 39 U.S.C. 404a,Postal Service
39,3024,Special rules for complaints alleging violations of 39 U.S.C. 404a,Trademarks
39,3025,Procedures related to Commission views submitted to the Secretary of State,Administrative practice and procedure
39,3025,Procedures related to Commission views submitted to the Secretary of State,Postal Service
39,3025,Procedures related to Commission views submitted to the Secretary of State,Treaties
39,3030,Regulation of rates for market dominant products,Administrative practice and procedure
39,3030,Regulation of rates for market dominant products,Fees
39,3030,Regulation of rates for market dominant products,Postal Service
39,3035,Regulation of rates for competitive products,Administrative practice and procedure
39,3040,Product lists and the mail classification schedule,Administrative practice and procedure
39,3040,Product lists and the mail classification schedule,Foreign relations
39,3040,Product lists and the mail classification schedule,Postal service
39,3041,Competitive negotiated service agreements,Administrative practice and procedure
39,3041,Competitive negotiated service agreements,Postal service
39,3041,Competitive negotiated service agreements,Reporting and recordkeeping requirements
39,3045,Rules for market tests of experimental products,Administrative practice and procedure
39,3045,Rules for market tests of experimental products,Postal Service
39,3050,Periodic reporting,Administrative practice and procedure
39,3050,Periodic reporting,Postal service
39,3050,Periodic reporting,Reporting and recordkeeping requirements
39,3055,Service performance and customer satisfaction reporting,Administrative practice and procedure
39,3055,Service performance and customer satisfaction reporting,Reporting and recordkeeping requirements
39,3060,Accounting practices and tax rules for the theoretical competitive products enterprise,Administrative practice and procedure
39,3060,Accounting practices and tax rules for the theoretical competitive products enterprise,Reporting and recordkeeping requirements
39,3065,Rules for letters carried out of the mail,Administrative practice and procedure
39,3065,Rules for letters carried out of the mail,Authority delegations (government agencies)
39,3065,Rules for letters carried out of the mail,Postal service
40,1,Statement of organization and general information,Environmental protection
40,1,Statement of organization and general information,Organization and functions (Government agencies)
40,2,Public information,Administrative practice and procedure
40,2,Public information,Confidential business information
40,2,Public information,Courts
40,2,Public information,Environmental protection
40,2,Public information,Freedom of information
40,2,Public information,Government employees
40,3,Cross-media electronic reporting,Conflict of interests
40,3,Cross-media electronic reporting,Environmental protection
40,3,Cross-media electronic reporting,Intergovernmental relations
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Administrative practice and procedure
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Grant programs
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Loan programs
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Manufactured homes
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Relocation assistance
40,4,Uniform relocation assistance and real property acquisition for Federal and federally assisted programs,Reporting and recordkeeping requirements
40,5,Nondiscrimination on the basis of sex in education programs or activities receiving Federal financial assistance,Education
40,5,Nondiscrimination on the basis of sex in education programs or activities receiving Federal financial assistance,Sex discrimination
40,5,Nondiscrimination on the basis of sex in education programs or activities receiving Federal financial assistance,Youth organizations
40,6,Procedures for implementing the National Environmental Policy Act and assessing the environmental effects abroad of EPA actions,Environmental impact statements
40,6,Procedures for implementing the National Environmental Policy Act and assessing the environmental effects abroad of EPA actions,Foreign relations
40,6,Procedures for implementing the National Environmental Policy Act and assessing the environmental effects abroad of EPA actions,Grant programs-environmental protection
40,6,Procedures for implementing the National Environmental Policy Act and assessing the environmental effects abroad of EPA actions,Reporting and recordkeeping requirements
40,6,Procedures for implementing the National Environmental Policy Act and assessing the environmental effects abroad of EPA actions,Waste treatment and disposal
40,7,Nondiscrimination in programs or activities receiving Federal assistance from the Environmental Protection Agency,Civil rights
40,7,Nondiscrimination in programs or activities receiving Federal assistance from the Environmental Protection Agency,Equal employment opportunity
40,7,Nondiscrimination in programs or activities receiving Federal assistance from the Environmental Protection Agency,Individuals with disabilities
40,7,Nondiscrimination in programs or activities receiving Federal assistance from the Environmental Protection Agency,Reporting and recordkeeping requirements
40,7,Nondiscrimination in programs or activities receiving Federal assistance from the Environmental Protection Agency,Sex discrimination
40,8,Environmental impact assessment of nongovernmental activities in Antarctica,Antarctica
40,8,Environmental impact assessment of nongovernmental activities in Antarctica,Environmental impact statements
40,8,Environmental impact assessment of nongovernmental activities in Antarctica,Penalties
40,8,Environmental impact assessment of nongovernmental activities in Antarctica,Reporting and recordkeeping requirements
40,9,OMB approvals under the Paperwork Reduction Act,Environmental protection
40,9,OMB approvals under the Paperwork Reduction Act,Reporting and recordkeeping requirements
40,10,Administrative claims under Federal Tort Claims Act,Claims
40,10,Administrative claims under Federal Tort Claims Act,Penalties
40,11,Security classification regulations pursuant to Executive Order 11652,Classified information
40,12,Nondiscrimination on the basis of handicap in programs or activities conducted by the Environmental Protection Agency,Administrative practice and procedure
40,12,Nondiscrimination on the basis of handicap in programs or activities conducted by the Environmental Protection Agency,Civil rights
40,12,Nondiscrimination on the basis of handicap in programs or activities conducted by the Environmental Protection Agency,Equal employment opportunity
40,12,Nondiscrimination on the basis of handicap in programs or activities conducted by the Environmental Protection Agency,Federal buildings and facilities
40,12,Nondiscrimination on the basis of handicap in programs or activities conducted by the Environmental Protection Agency,Individuals with disabilities
40,13,Claims collection standards,Claims
40,13,Claims collection standards,Government employees
40,13,Claims collection standards,Income taxes
40,14,Employee personal property claims,Claims
40,14,Employee personal property claims,Government employees
40,16,Implementation of Privacy Act of 1974,Administrative practice and procedure
40,16,Implementation of Privacy Act of 1974,Confidential business information
40,16,Implementation of Privacy Act of 1974,Environmental protection
40,16,Implementation of Privacy Act of 1974,Government employees
40,16,Implementation of Privacy Act of 1974,Privacy
40,17,Implementation of the Equal Access to Justice Act in EPA administrative proceedings,Claims
40,17,Implementation of the Equal Access to Justice Act in EPA administrative proceedings,Equal access to justice
40,17,Implementation of the Equal Access to Justice Act in EPA administrative proceedings,Lawyers
40,18,Environmental protection research fellowships and special research consultants for environmental protection,Administrative practice and procedure
40,18,Environmental protection research fellowships and special research consultants for environmental protection,Environmental protection
40,19,Adjustment of civil monetary penalties for inflation,Administrative practice and procedure
40,19,Adjustment of civil monetary penalties for inflation,Environmental protection
40,19,Adjustment of civil monetary penalties for inflation,Penalties
40,20,Certification of facilities,Air pollution control
40,20,Certification of facilities,Income taxes
40,20,Certification of facilities,Water pollution control
40,21,Small business,Administrative practice and procedure
40,21,Small business,Small businesses
40,21,Small business,Water pollution control
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Administrative practice and procedure
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Air pollution control
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Hazardous substances
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Hazardous waste
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Penalties
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Pesticides and pests
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Poison prevention
40,22,Consolidated rules of practice governing the administrative assessment of civil penalties and the revocation/termination or suspension of permits,Water pollution control
40,23,Judicial review under EPA-administered statutes,Administrative practice and procedure
40,23,Judicial review under EPA-administered statutes,Air pollution control
40,23,Judicial review under EPA-administered statutes,Courts
40,23,Judicial review under EPA-administered statutes,Hazardous substances
40,23,Judicial review under EPA-administered statutes,Hazardous waste
40,23,Judicial review under EPA-administered statutes,Pesticides and pests
40,23,Judicial review under EPA-administered statutes,Radiation protection
40,23,Judicial review under EPA-administered statutes,Water pollution control
40,23,Judicial review under EPA-administered statutes,Water supply
40,24,Rules governing issuance of and administrative hearings on interim status corrective action orders,Administrative practice and procedure
40,24,Rules governing issuance of and administrative hearings on interim status corrective action orders,Hazardous waste
40,25,"Public participation in programs under the Resource Conservation and Recovery Act, the Safe Drinking Water Act, and the Clean Water Act",Administrative practice and procedure
40,25,"Public participation in programs under the Resource Conservation and Recovery Act, the Safe Drinking Water Act, and the Clean Water Act",Water pollution control
40,25,"Public participation in programs under the Resource Conservation and Recovery Act, the Safe Drinking Water Act, and the Clean Water Act",Water supply
40,26,Protection of human subjects,Human research subjects
40,26,Protection of human subjects,Reporting and recordkeeping requirements
40,26,Protection of human subjects,Research
40,27,Program fraud civil remedies,Administrative practice and procedure
40,27,Program fraud civil remedies,Claims
40,27,Program fraud civil remedies,Fraud
40,27,Program fraud civil remedies,Penalties
40,29,Intergovernmental review of Environmental Protection Agency programs and activities,Intergovernmental relations
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Accounting
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Grant programs
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Grant programs-environmental protection
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Grant programs-Indians
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Grants administration
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Loan programs
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Reporting and recordkeeping requirements
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Water pollution control
40,33,Participation by disadvantaged business enterprises in United States Environmental Protection Agency programs,Water supply
40,34,New restrictions on lobbying,Government contracts
40,34,New restrictions on lobbying,Grant programs
40,34,New restrictions on lobbying,Loan programs
40,34,New restrictions on lobbying,Lobbying
40,34,New restrictions on lobbying,Penalties
40,34,New restrictions on lobbying,Reporting and recordkeeping requirements
40,35,State and local assistance,Accounting
40,35,State and local assistance,Air pollution control
40,35,State and local assistance,Coastal zone
40,35,State and local assistance,Environmental protection
40,35,State and local assistance,Grant programs
40,35,State and local assistance,Grant programs-environmental protection
40,35,State and local assistance,Grant programs-Indians
40,35,State and local assistance,Grants administration
40,35,State and local assistance,Hazardous waste
40,35,State and local assistance,Indians
40,35,State and local assistance,Intergovernmental relations
40,35,State and local assistance,Loan programs
40,35,State and local assistance,Pesticides and pests
40,35,State and local assistance,Reporting and recordkeeping requirements
40,35,State and local assistance,Technical assistance
40,35,State and local assistance,Waste treatment and disposal
40,35,State and local assistance,Water pollution control
40,35,State and local assistance,Water supply
40,40,Research and demonstration grants,Environmental protection
40,40,Research and demonstration grants,Grant programs-environmental protection
40,40,Research and demonstration grants,Reporting and recordkeeping requirements
40,40,Research and demonstration grants,Research
40,45,Training assistance,Accounting
40,45,Training assistance,Education
40,45,Training assistance,Environmental protection
40,45,Training assistance,Grant programs
40,45,Training assistance,Grant programs-environmental protection
40,45,Training assistance,Grant programs-Indians
40,45,Training assistance,Grants administration
40,45,Training assistance,Loan programs
40,45,Training assistance,Reporting and recordkeeping requirements
40,45,Training assistance,Water pollution control
40,45,Training assistance,Water supply
40,46,Fellowships,Accounting
40,46,Fellowships,Environmental protection
40,46,Fellowships,Grant programs
40,46,Fellowships,Grant programs-education
40,46,Fellowships,Grant programs-environmental protection
40,46,Fellowships,Grant programs-Indians
40,46,Fellowships,Grants administration
40,46,Fellowships,Loan programs
40,46,Fellowships,Reporting and recordkeeping requirements
40,46,Fellowships,Scholarships and fellowships
40,46,Fellowships,Water pollution
40,46,Fellowships,Water supply
40,47,National Environmental Education Act grants,Accounting
40,47,National Environmental Education Act grants,Education
40,47,National Environmental Education Act grants,Environmental protection
40,47,National Environmental Education Act grants,Grant programs
40,47,National Environmental Education Act grants,Grant programs-education
40,47,National Environmental Education Act grants,Grant programs-environmental protection
40,47,National Environmental Education Act grants,Grants administration
40,47,National Environmental Education Act grants,Loan programs
40,47,National Environmental Education Act grants,Reporting and recordkeeping requirements
40,47,National Environmental Education Act grants,Water pollution control
40,47,National Environmental Education Act grants,Water supply
40,49,Indian Country: air quality planning and management,Administrative practice and procedure
40,49,Indian Country: air quality planning and management,Air pollution control
40,49,Indian Country: air quality planning and management,Environmental protection
40,49,Indian Country: air quality planning and management,Indians
40,49,Indian Country: air quality planning and management,Indians-law
40,49,Indian Country: air quality planning and management,Indians-tribal government
40,49,Indian Country: air quality planning and management,Intergovernmental relations
40,49,Indian Country: air quality planning and management,Reporting and recordkeeping requirements
40,50,National primary and secondary ambient air quality standards,Air pollution control
40,50,National primary and secondary ambient air quality standards,Carbon oxides
40,50,National primary and secondary ambient air quality standards,Environmental protection
40,50,National primary and secondary ambient air quality standards,Lead
40,50,National primary and secondary ambient air quality standards,Nitrogen oxides
40,50,National primary and secondary ambient air quality standards,Ozone
40,50,National primary and secondary ambient air quality standards,Sulfur oxides
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Administrative practice and procedure
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Air pollution control
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Carbon oxides
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Environmental protection
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Fees
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Intergovernmental relations
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Lead
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Nitrogen oxides
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Ozone
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Reporting and recordkeeping requirements
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Sulfur oxides
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Transportation
40,51,"Requirements for preparation, adoption, and submittal of implementation plans",Volatile organic compounds
40,52,Approval and promulgation of implementation plans,Air pollution control
40,52,Approval and promulgation of implementation plans,Ammonia
40,52,Approval and promulgation of implementation plans,Carbon oxides
40,52,Approval and promulgation of implementation plans,Environmental protection
40,52,Approval and promulgation of implementation plans,Intergovernmental relations
40,52,Approval and promulgation of implementation plans,Lead
40,52,Approval and promulgation of implementation plans,Nitrogen oxides
40,52,Approval and promulgation of implementation plans,Ozone
40,52,Approval and promulgation of implementation plans,Reporting and recordkeeping requirements
40,52,Approval and promulgation of implementation plans,Sulfur oxides
40,52,Approval and promulgation of implementation plans,Volatile organic compounds
40,53,Ambient air monitoring reference and equivalent methods,Administrative practice and procedure
40,53,Ambient air monitoring reference and equivalent methods,Air pollution control
40,53,Ambient air monitoring reference and equivalent methods,Reporting and recordkeeping requirements
40,54,Prior notice of citizen suits,Administrative practice and procedure
40,54,Prior notice of citizen suits,Air pollution control
40,55,Outer Continental Shelf air regulations,Administrative practice and procedure
40,55,Outer Continental Shelf air regulations,Air pollution control
40,55,Outer Continental Shelf air regulations,Carbon oxides
40,55,Outer Continental Shelf air regulations,Environmental protection
40,55,Outer Continental Shelf air regulations,Intergovernmental relations
40,55,Outer Continental Shelf air regulations,Lead
40,55,Outer Continental Shelf air regulations,Nitrogen oxides
40,55,Outer Continental Shelf air regulations,Outer continental shelf
40,55,Outer Continental Shelf air regulations,Ozone
40,55,Outer Continental Shelf air regulations,Permits
40,55,Outer Continental Shelf air regulations,Reporting and recordkeeping requirements
40,55,Outer Continental Shelf air regulations,Sulfur oxides
40,55,Outer Continental Shelf air regulations,Volatile organic compounds
40,56,Regional consistency,Air pollution control
40,57,Primary nonferrous smelter orders,Administrative practice and procedure
40,57,Primary nonferrous smelter orders,Air pollution control
40,57,Primary nonferrous smelter orders,Metals
40,57,Primary nonferrous smelter orders,Reporting and recordkeeping requirements
40,57,Primary nonferrous smelter orders,Research
40,57,Primary nonferrous smelter orders,Sulfur oxides
40,58,Ambient air quality surveillance,Air pollution control
40,58,Ambient air quality surveillance,Intergovernmental relations
40,58,Ambient air quality surveillance,Reporting and recordkeeping requirements
40,59,National volatile organic compound emission standards for consumer and commercial products,Air pollution control
40,59,National volatile organic compound emission standards for consumer and commercial products,Confidential business information
40,59,National volatile organic compound emission standards for consumer and commercial products,Labeling
40,59,National volatile organic compound emission standards for consumer and commercial products,Ozone
40,59,National volatile organic compound emission standards for consumer and commercial products,Reporting and recordkeeping requirements
40,59,National volatile organic compound emission standards for consumer and commercial products,Volatile organic compounds
40,60,Standards of performance for new stationary sources,Administrative practice and procedure
40,60,Standards of performance for new stationary sources,Air pollution control
40,60,Standards of performance for new stationary sources,Environmental protection
40,60,Standards of performance for new stationary sources,Hazardous substances
40,60,Standards of performance for new stationary sources,Intergovernmental relations
40,60,Standards of performance for new stationary sources,Reporting and recordkeeping requirements
40,61,National emission standards for hazardous air pollutants,Air pollution control
40,61,National emission standards for hazardous air pollutants,Environmental protection
40,61,National emission standards for hazardous air pollutants,Hazardous substances
40,61,National emission standards for hazardous air pollutants,Intergovernmental relations
40,61,National emission standards for hazardous air pollutants,Radioactive materials
40,61,National emission standards for hazardous air pollutants,Reporting and recordkeeping requirements
40,61,National emission standards for hazardous air pollutants,Uranium
40,61,National emission standards for hazardous air pollutants,Vinyl chloride
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Administrative practice and procedure
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Air pollution control
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Aluminum
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Environmental protection
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Fertilizers
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Fluoride
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Industrial facilities
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Intergovernmental relations
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Methane
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Ozone
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Phosphate
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Reporting and recordkeeping requirements
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Sulfur oxides
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Volatile organic compounds
40,62,Approval and promulgation of State plans for designated facilities and pollutants,Waste treatment and disposal
40,63,National emission standards for hazardous air pollutants for source categories,Administrative practice and procedure
40,63,National emission standards for hazardous air pollutants for source categories,Air pollution control
40,63,National emission standards for hazardous air pollutants for source categories,Business and industry
40,63,National emission standards for hazardous air pollutants for source categories,Carbon oxides
40,63,National emission standards for hazardous air pollutants for source categories,Environmental protection
40,63,National emission standards for hazardous air pollutants for source categories,Hazardous substances
40,63,National emission standards for hazardous air pollutants for source categories,Intergovernmental relations
40,63,National emission standards for hazardous air pollutants for source categories,Nitrogen oxides
40,63,National emission standards for hazardous air pollutants for source categories,Ozone
40,63,National emission standards for hazardous air pollutants for source categories,Reporting and recordkeeping requirements
40,63,National emission standards for hazardous air pollutants for source categories,Sulfur oxides
40,63,National emission standards for hazardous air pollutants for source categories,Volatile organic compounds
40,64,Compliance assurance monitoring,Air pollution control
40,64,Compliance assurance monitoring,Reporting and recordkeeping requirements
40,65,Consolidated Federal air rule,Air pollution control
40,65,Consolidated Federal air rule,Intergovernmental relations
40,65,Consolidated Federal air rule,Reporting and recordkeeping requirements
40,66,Assessment and collection of noncompliance penalties by EPA,Administrative practice and procedure
40,66,Assessment and collection of noncompliance penalties by EPA,Air pollution control
