rin,majority_sig,minority_sig,reason,majority_n,minority_n,n_editions,shape,contiguous
1506-AB45,usc:31:5316-5336,usc:31:5316-5332,usc.field1.edit1,8,2,10,minority-prefix,true
1510-AA58,usc:31:3716,usc:31:3711,usc.field1.edit1,3,1,5,minority-prefix,true
1510-AA75,usc:12:1789a,usc:12:1789,usc.field1.trailing-char,4,1,5,minority-suffix,true
1510-AA79,usc:12:1789,usc:12:1789a,usc.field1.trailing-char,8,2,10,minority-prefix,true
1510-AB25,usc:31:3334,usc:331:3334,usc.field0.leading-digit,5,1,6,minority-prefix,true
1512-AB37,usc:26:5051-5056,usc:26:5051-5057,usc.field1.edit1,11,2,16,minority-suffix,true
1512-AB37,usc:26:5401-5417,usc:26:5401-5418,usc.field1.edit1,12,2,16,minority-suffix,true
1512-AB37,usc:26:5401-5417,usc:27:5401-5417,usc.field0.edit1,12,2,16,minority-prefix,true
1512-AB48,usc:5:552,usc:5:522,usc.field1.edit1,12,2,14,minority-prefix,true
1513-AA14,usc:27:5723,usc:26:5723,usc.field0.edit1,6,1,7,minority-suffix,true
1513-AA16,usc:26:5701,usc:27:5701,usc.field0.edit1,17,6,23,minority-prefix,true
1513-AA16,usc:26:5702,usc:27:5702,usc.field0.edit1,17,6,23,minority-prefix,true
1513-AA39,usc:26:205,usc:27:205,usc.field0.edit1,6,1,7,minority-suffix,true
1513-AB11,usc:27:205,usc:26:205,usc.field0.edit1,2,1,3,minority-prefix,true
1513-AB56,usc:26:205,usc:27:205,usc.field0.edit1,19,8,27,minority-suffix,true
1515-AD49,usc:19:1593,usc:19:1593a,usc.field1.trailing-char,18,11,29,minority-prefix,true
1515-AD64,usc:19:1592-1593,usc:19:1592-1593a,usc.field1.trailing-char,18,11,29,minority-prefix,true
1515-AD77,usc:19:58,usc:19:58b,usc.field1.trailing-char,18,9,27,minority-prefix,true
1515-AD81,usc:19:1646a,usc:19:1646,usc.field1.trailing-char,9,3,12,minority-suffix,true
1530-AA03,usc:31:3720,usc:31:3720e,usc.field1.trailing-char,5,4,9,minority-prefix,true
1530-AA03,usc:31:3720,usc:31:3720d,usc.field1.trailing-char,5,4,9,minority-prefix,true
1530-AA03,usc:31:3720,usc:31:3720a,usc.field1.trailing-char,5,4,9,minority-prefix,true
1530-AA03,usc:31:3720,usc:31:3720b,usc.field1.trailing-char,5,4,9,minority-prefix,true
1535-AA00,usc:31:3301-3304,usc:31:3301-3303,usc.field1.edit1,3,2,5,minority-prefix,true
1545-AB43,usc:26:0453,usc:26:453,usc.field1.leading-digit,5,1,6,minority-prefix,true
1545-AC09,usc:26:905,usc:26:0905,usc.field1.leading-digit,33,16,49,minority-suffix,true
1545-AP10,usc:26:6038c,usc:26:6038,usc.field1.trailing-char,31,2,33,minority-prefix,true
1545-AR82,usc:26:0468b,usc:26:0468,usc.field1.trailing-char,17,4,22,minority-prefix,true
1545-AS46,usc:26:1297,usc:26:1296,usc.field1.edit1,7,6,13,minority-prefix,true
1545-AS85,usc:26:860g,usc:26:860,usc.field1.trailing-char,2,1,54,minority-suffix,true
1545-AU15,usc:26:6034a,usc:26:6034,usc.field1.trailing-char,9,1,13,minority-suffix,true
1545-AU94,usc:26:8606,usc:26:860l,usc.field1.edit1,6,4,18,minority-prefix,true
1545-AV56,usc:26:7702b,usc:26:7702,usc.field1.trailing-char,3,1,4,minority-prefix,true
1545-AV59,usc:26:8602,usc:26:8606,usc.field1.edit1,2,1,3,minority-suffix,true
1545-AV71,usc:24:4052,usc:26:4052,usc.field0.edit1,4,1,6,minority-suffix,true
1545-AW54,usc:26:263a,usc:26:263,usc.field1.trailing-char,6,1,7,minority-suffix,true
1545-AW65,usc:26:25a,usc:26:25,usc.field1.trailing-char,6,4,10,minority-suffix,true
1545-AW67,usc:26:6050,usc:26:6050s,usc.field1.trailing-char,5,3,9,minority-prefix,false
1545-AW67,usc:26:6050,usc:26:60505,usc.field1.trailing-char,5,1,9,reverted-blip,true
1545-AW67,usc:26:6050s,usc:26:60505,usc.field1.edit1,3,1,9,reverted-blip,true
1545-AX06,usc:26:263,usc:26:263a,usc.field1.trailing-char,7,4,11,minority-prefix,true
1545-AY48,usc:26:817a,usc:26:817,usc.field1.trailing-char,5,1,6,reverted-blip,true
1545-BA84,usc:26:45d,usc:26:45,usc.field1.trailing-char,24,2,26,minority-suffix,true
1545-BA89,usc:26:7602,usc:26:7802,usc.field1.edit1,4,3,7,minority-suffix,true
1545-BC02,usc:26:45d,usc:26:450,usc.field1.edit1,2,1,3,minority-prefix,true
1545-BC03,usc:26:45d,usc:26:450,usc.field1.edit1,4,1,5,minority-prefix,true
1545-BC16,usc:26:468,usc:26:468b,usc.field1.trailing-char,10,6,17,minority-suffix,true
1545-BC94,usc:26:355,usc:26:335,usc.field1.edit1,20,1,41,minority-prefix,true
1545-BE89,usc:26:450,usc:26:45d,usc.field1.edit1,11,3,14,minority-suffix,true
1545-BF20,usc:26:45j,usc:26:45,usc.field1.trailing-char,11,1,12,minority-suffix,true
1545-BF38,usc:26:6708-1t,usc:26:6708-1,usc.field1.trailing-char,4,1,12,minority-suffix,true
1545-BF50,usc:26:409a,usc:26:409,usc.field1.trailing-char,28,5,33,reverted-blip,true
1545-BG07,usc:26:263a,usc:26:263,usc.field1.trailing-char,13,6,24,minority-suffix,true
1545-BG08,usc:26:0892,usc:26:892,usc.field1.leading-digit,11,4,15,minority-suffix,true
1545-BG16,usc:26:7508a,usc:26:7805a,usc.field1.transpose,2,1,5,minority-prefix,true
1545-BG16,usc:26:7805,usc:26:7805a,usc.field1.trailing-char,4,1,5,minority-prefix,true
1545-BG42,case:F 3d:123:1460,case:F. 3d:123:1460,case.field0.edit1,21,1,22,minority-prefix,true
1545-BG80,usc:26:4979,usc:26:4679,usc.field1.edit1,3,1,4,minority-prefix,true
1545-BG98,usc:26:0954,usc:26:954,usc.field1.leading-digit,6,3,9,minority-suffix,true
1545-BH15,usc:26:6695a,usc:26:6695,usc.field1.trailing-char,17,1,18,minority-suffix,true
1545-BH34,usc:26:45d,usc:26:45,usc.field1.trailing-char,27,6,33,reverted-blip,true
1545-BH43,usc:26:6324a,usc:26:6324,usc.field1.trailing-char,16,3,19,minority-suffix,true
1545-BI04,usc:26:6039f,usc:26:6039,usc.field1.trailing-char,11,3,34,other,false
1545-BI37,usc:26:263a,usc:26:263,usc.field1.trailing-char,5,1,6,minority-suffix,true
1545-BI53,usc:26:4980g,usc:26:4980,usc.field1.trailing-char,12,2,14,minority-suffix,true
1545-BI75,usc:26:54a,usc:26:54,usc.field1.trailing-char,6,1,7,minority-suffix,true
1545-BI76,usc:26:54a,usc:26:54,usc.field1.trailing-char,4,1,5,minority-suffix,true
1545-BI95,usc:26:263a,usc:26:263,usc.field1.trailing-char,3,1,4,minority-suffix,true
1545-BK06,usc:26:5000c,usc:26:5000,usc.field1.trailing-char,10,1,11,minority-suffix,true
1545-BK08,usc:26:402a,usc:26:402,usc.field1.trailing-char,10,1,11,minority-suffix,true
1545-BK15,usc:26:453,usc:26:453b,usc.field1.trailing-char,18,9,27,minority-prefix,true
1545-BK60,usc:26:0904,usc:26:904,usc.field1.leading-digit,12,1,13,minority-suffix,true
1545-BK61,usc:26:0904,usc:26:904,usc.field1.leading-digit,12,1,13,minority-suffix,true
1545-BK62,usc:26:6707a,usc:26:6707,usc.field1.trailing-char,8,6,14,minority-suffix,true
1545-BK78,usc:26:280a,usc:26:280,usc.field1.trailing-char,8,5,13,minority-suffix,true
1545-BL25,usc:26:409a,usc:26:409,usc.field1.trailing-char,21,5,26,reverted-blip,true
1545-BL34,usc:26:6050w,usc:26:6050,usc.field1.trailing-char,19,6,25,reverted-blip,true
1545-BL40,usc:26:419,usc:26:419a,usc.field1.trailing-char,19,7,26,minority-prefix,true
1545-BL43,usc:26:36b,usc:26:36,usc.field1.trailing-char,7,2,9,minority-suffix,true
1545-BM01,usc:26:6050p,usc:26:6050,usc.field1.trailing-char,4,2,6,minority-suffix,true
1545-BM09,usc:26:36b,usc:26:36,usc.field1.trailing-char,4,3,7,minority-suffix,true
1545-BM31,usc:26:280f,usc:26:280,usc.field1.trailing-char,20,2,22,reverted-blip,true
1545-BM33,usc:26:0871,usc:26:871,usc.field1.leading-digit,4,2,6,minority-suffix,true
1545-BM68,usc:26:529a,usc:26:529,usc.field1.trailing-char,8,5,13,reverted-blip,true
1545-BM80,usc:26:954,usc:26:0954,usc.field1.leading-digit,19,2,21,minority-prefix,true
1545-BM80,usc:26:989,usc:26:0989,usc.field1.leading-digit,19,2,21,minority-prefix,true
1545-BM80,usc:26:996,usc:26:0996,usc.field1.leading-digit,19,2,21,minority-prefix,true
1545-BM85,usc:26:36,usc:26:36b,usc.field1.trailing-char,12,2,14,minority-prefix,true
1545-BM88,usc:26:0954,usc:26:0964,usc.field1.edit1,2,1,3,minority-prefix,true
1545-BN21,usc:26:4980,usc:26:4980i,usc.field1.trailing-char,8,1,9,minority-prefix,true
1545-BN27,usc:26:25,usc:26:25a,usc.field1.trailing-char,17,1,18,minority-suffix,true
1545-BN27,usc:26:6050,usc:26:6050s,usc.field1.trailing-char,15,3,18,minority-suffix,true
1545-BN42,usc:26:468,usc:26:468a,usc.field1.trailing-char,7,2,9,minority-suffix,true
1545-BN45,usc:26:894,usc:26:0894,usc.field1.leading-digit,12,7,19,minority-prefix,true
1545-BN51,usc:26:0956,usc:26:956,usc.field1.leading-digit,8,1,9,minority-suffix,true
1545-BN65,usc:26:871,usc:26:0871,usc.field1.leading-digit,5,3,8,minority-prefix,true
1545-BN89,usc:26:0897,usc:26:897,usc.field1.leading-digit,7,6,13,minority-suffix,true
1545-BO10,usc:26:6050h,usc:26:605h,usc.field1.edit1,13,1,14,minority-prefix,true
1545-BO61,usc:26:7805,usc:26:7835,usc.field1.edit1,14,2,16,minority-prefix,true
1545-BO82,usc:26:401,usc:6:401,usc.field0.leading-digit,3,2,5,minority-prefix,true
1550-AB88,usc:15:1681b,usc:15:1681w,usc.field1.edit1,4,1,5,minority-prefix,true
1550-AC13,usc:12:1464,usc:12:1462,usc.field1.edit1,5,3,10,minority-prefix,true
1550-AC19,usc:12:1463,usc:12:1462,usc.field1.edit1,7,1,8,minority-prefix,true
1550-AC19,usc:12:1464,usc:12:1462,usc.field1.edit1,7,1,8,minority-prefix,true
1557-AB47,usc:42:4104a,usc:42:4014a,usc.field1.transpose,2,1,3,minority-prefix,true
1557-AB52,usc:15:78o-5,usc:15:780-5,usc.field1.edit1,4,1,5,minority-prefix,true
1557-AB97,usc:12:1818,usc:12:1838,usc.field1.edit1,5,1,6,minority-prefix,true
1557-AB97,usc:12:1828,usc:12:1838,usc.field1.edit1,5,1,6,minority-prefix,true
1557-AB97,usc:12:1835,usc:12:1838,usc.field1.edit1,5,1,6,minority-prefix,true
1557-AB97,usc:12:3101,usc:12:3102,usc.field1.edit1,3,2,6,minority-prefix,true
1557-AB97,usc:12:3101,usc:12:3108,usc.field1.edit1,3,2,6,minority-prefix,true
1557-AB97,usc:12:3909,usc:12:3903,usc.field1.edit1,4,1,6,reverted-blip,true
1557-AC85,usc:15:1681b,usc:15:1681,usc.field1.trailing-char,3,2,5,minority-prefix,true
1557-AC85,usc:15:1681s,usc:15:1681,usc.field1.trailing-char,3,2,5,minority-prefix,true
1557-AC85,usc:15:1681w,usc:15:1681,usc.field1.trailing-char,3,2,5,minority-prefix,true
1557-AC87,usc:15:1681c,usc:15:1681,usc.field1.trailing-char,7,2,9,minority-prefix,true
1557-AC87,usc:15:1681m,usc:15:1681,usc.field1.trailing-char,7,2,9,minority-prefix,true
1557-AD14,usc:15:1681s-3,usc:15:1681s-2,usc.field1.edit1,2,1,3,minority-suffix,true
1557-AD67,usc:42:5412,usc:12:5412,usc.field0.edit1,9,5,14,minority-suffix,true
1557-AD87,usc:12:1462a,usc:12:1462,usc.field1.trailing-char,20,1,21,minority-prefix,true
1557-AD87,usc:12:1463,usc:12:1462,usc.field1.edit1,20,1,21,minority-prefix,true
1557-AD87,usc:12:1464,usc:12:1462,usc.field1.edit1,20,1,21,minority-prefix,true
1557-AD91,usc:12:1831,usc:12:1831n,usc.field1.trailing-char,2,1,3,minority-prefix,true
1557-AD93,usc:12:371d,usc:12:371a,usc.field1.edit1,3,1,4,minority-suffix,true
1557-AD95,usc:12:1463-1465,usc:12:1463-1464,usc.field1.edit1,3,1,4,minority-prefix,true
1557-AE10,usc:12:93,usc:12:93a,usc.field1.trailing-char,5,1,6,minority-suffix,true
1557-AE16,usc:12:16,usc:12:1,usc.field1.trailing-char,3,1,4,minority-suffix,true
1557-AE17,usc:12:1831n,usc:12:1831,usc.field1.trailing-char,2,1,3,minority-prefix,true
1557-AE38,usc:12:1831,usc:12:1831n,usc.field1.trailing-char,5,1,6,minority-suffix,true
1557-AE48,usc:12:1831n,usc:12:1831,usc.field1.trailing-char,3,1,4,minority-prefix,true
1601-AA05,usc:5:310,usc:5:301,usc.field1.transpose,31,6,37,minority-suffix,true
1601-AA17,cfr:5:2635,cfr:5:2625,cfr.field1.edit1,21,4,25,minority-prefix,true
1615-AA78,usc:8:1324a,usc:8:1324,usc.field1.trailing-char,6,2,8,minority-suffix,true
1615-AB18,usc:5:552,usc:8:552,usc.field0.edit1,2,1,3,minority-prefix,true
1615-AB18,usc:5:552a,usc:8:552a,usc.field0.edit1,2,1,3,minority-prefix,true
1615-AC22,usc:8:1103,usc:8:1153,usc.field1.edit1,6,2,14,minority-prefix,true
1615-AC22,usc:8:1159,usc:8:1153,usc.field1.edit1,4,2,14,minority-prefix,true
1615-AC24,usc:8:1224,usc:8:1225,usc.field1.edit1,2,1,9,minority-suffix,true
1615-AC55,usc:8:1184,usc:8:1183,usc.field1.edit1,3,1,4,minority-prefix,true
1615-AC55,usc:8:1184,usc:8:1182,usc.field1.edit1,3,1,4,minority-prefix,true
1615-AC55,usc:8:1324a,usc:8:11324a,usc.field1.leading-digit,3,1,4,minority-prefix,true
1615-AC76,usc:8:1001,usc:8:1101,usc.field1.edit1,5,3,8,minority-suffix,true
1615-AC76,usc:8:1103,usc:8:1101,usc.field1.edit1,5,3,8,minority-suffix,true
1625-AA00,usc:33:1333,usc:43:1333,usc.field0.edit1,34,6,45,minority-suffix,true
1625-AA00,usc:33:1333,usc:33:1233,usc.field1.edit1,34,5,45,minority-prefix,true
1625-AA01,usc:33:2071,usc:33:2701,usc.field1.transpose,36,9,45,minority-suffix,true
1625-AA10,usc:46:373,usc:46:3703,usc.field1.edit1,12,2,14,minority-prefix,true
1625-AA11,usc:33:1226,usc:33:1223,usc.field1.edit1,28,3,45,minority-prefix,true
1625-AA11,usc:33:1226,usc:33:1221,usc.field1.edit1,28,3,45,minority-prefix,true
1625-AA20,usc:33:1504,usc:33:1503,usc.field1.edit1,6,2,8,minority-prefix,true
1625-AA99,eo:12234,eo:1223,eo.field0.trailing-char,6,4,19,minority-prefix,true
1625-AB06,usc:46:3308,usc:46:3305,usc.field1.edit1,13,7,20,minority-prefix,true
1625-AB32,usc:46:3203,usc:46:3202,usc.field1.edit1,21,6,30,reverted-blip,true
1625-AB32,usc:46:3703,usc:46:3703a,usc.field1.trailing-char,27,3,30,minority-prefix,true
1625-AB99,usc:43:1331,usc:43:1333,usc.field1.edit1,16,10,26,minority-suffix,true
1625-AC81,usc:33:2701,usc:33:2071,usc.field1.transpose,3,1,4,minority-suffix,true
1625-AC95,usc:46:70001,usc:46:70006,usc.field1.edit1,3,1,4,minority-prefix,true
1625-AC95,usc:46:70003,usc:46:70006,usc.field1.edit1,2,1,4,minority-prefix,true
1651-AA04,usc:8:1181,usc:8:1101,usc.field1.edit1,8,1,19,minority-suffix,true
1651-AA08,usc:8:1225-1228,usc:8:1225-1227,usc.field1.edit1,10,8,18,minority-prefix,true
1651-AB35,usc:5:553,usc:5:552,usc.field1.edit1,10,1,11,minority-prefix,true
1652-AA08,usc:49:114,usc:49:114l,usc.field1.trailing-char,35,1,36,minority-prefix,true
1652-AA08,usc:49:44913,usc:49:44912,usc.field1.edit1,28,4,36,minority-suffix,true
1652-AA08,usc:49:44914,usc:49:44912,usc.field1.edit1,28,4,36,minority-suffix,true
1652-AA08,usc:49:44935,usc:49:44905,usc.field1.edit1,28,8,36,minority-suffix,true
1652-AA08,usc:49:44942,usc:49:44912,usc.field1.edit1,28,4,36,minority-suffix,true
1652-AA12,usc:49:40113,usc:49:40119,usc.field1.edit1,2,1,3,minority-prefix,true
1652-AA15,usc:49:40113,usc:49:40119,usc.field1.edit1,2,1,3,minority-prefix,true
1652-AA33,pl:108-90,pl:109-90,pl.field0.edit1,3,1,4,reverted-blip,true
1652-AA44,usc:49:5103,usc:48:5103,usc.field0.edit1,4,3,7,minority-prefix,true
1652-AA49,usc:49:44901-44907,usc:49:44901-44905,usc.field1.edit1,20,7,27,minority-suffix,true
1653-AA50,usc:8:1314a,usc:8:1324a,usc.field1.edit1,4,2,6,minority-suffix,true
1653-AA71,usc:8:1103,usc:8:1003,usc.field1.edit1,7,5,14,minority-prefix,true
1660-AA23,usc:42:5121-5206,usc:42:5121-5207,usc.field1.edit1,11,8,19,minority-suffix,true
1660-AA32,usc:42:5121-5206,usc:42:5121-5207,usc.field1.edit1,9,2,11,minority-suffix,true
1660-AA45,usc:42:5121-5206,usc:42:5121-5207,usc.field1.edit1,4,3,7,minority-suffix,true
1660-AA51,usc:42:5121-5207,usc:42:5121-5206,usc.field1.edit1,8,2,10,minority-prefix,true
1660-AA55,usc:50:2160,usc:50:2061,usc.field1.transpose,6,3,9,minority-prefix,true
1810-AA86,usc:20:1070d,usc:20:1070,usc.field1.trailing-char,2,1,3,minority-prefix,true
1810-AB25,pl:114-113,pl:113-114,pl.field0.transpose,2,1,3,minority-prefix,true
1810-AB54,usc:20:7441,usc:20:7442,usc.field1.edit1,4,1,5,minority-prefix,true
1820-AB33,usc:20:795g,usc:29:795g,usc.field0.edit1,3,1,4,minority-suffix,true
1820-AB38,usc:29:761,usc:29:761a,usc.field1.trailing-char,2,1,3,minority-prefix,true
1820-AB54,usc:20:1400-1487,usc:20:1400-1482,usc.field1.edit1,5,2,7,minority-suffix,true
1840-AC26,usc:22:2452,usc:20:2452,usc.field0.edit1,4,1,5,minority-prefix,true
1840-AC29,usc:20:1070a,usc:20:1070,usc.field1.trailing-char,2,1,3,minority-prefix,true
1840-AD13,pl:112-141,pl:112-14,pl.field0.trailing-char,3,1,4,minority-prefix,true
1901-AB36,usc:16:824p,usc:16:824,usc.field1.trailing-char,2,1,3,minority-suffix,true
1902-AB65,usc:42:7101-7352,usc:43:7101-7352,usc.field0.edit1,2,1,3,minority-prefix,true
1902-AC07,usc:15:3301-3423,usc:15:3301-3432,usc.field1.transpose,7,4,11,minority-suffix,true
1902-AC18,usc:16:791a-825r,usc:16:791s-825r,usc.field1.edit1,6,1,7,minority-prefix,true
1902-AC51,usc:16:791-825r,usc:16:791a-825r,usc.field1.edit1,11,3,14,minority-suffix,true
1902-AC97,usc:16:791a-825r,usc:16:791a-825,usc.field1.trailing-char,5,3,8,minority-prefix,true
1902-AE12,usc:16:791a-825r,usc:16:791-825r,usc.field1.edit1,2,1,3,minority-prefix,true
1902-AE30,usc:15:717-717z,usc:15:717-717w,usc.field1.edit1,8,2,10,minority-prefix,true
1902-AE76,usc:16:791-825r,usc:16:791a-825r,usc.field1.edit1,3,2,5,minority-prefix,true
1903-AA12,usc:42:6939f,usc:42:6939,usc.field1.trailing-char,8,2,10,minority-prefix,true
1904-AA82,usc:42:6311-6317,usc:42:6311-6316,usc.field1.edit1,6,2,8,minority-suffix,true
1904-AB14,usc:42:6311,usc:42:6313,usc.field1.edit1,5,1,6,minority-suffix,true
1904-AB14,usc:42:6312,usc:42:6313,usc.field1.edit1,5,1,6,minority-suffix,true
1904-AB15,usc:42:6291,usc:42:629,usc.field1.trailing-char,5,2,7,minority-suffix,true
1904-AB15,usc:42:6292,usc:42:629,usc.field1.trailing-char,5,2,7,minority-suffix,true
1904-AB68,usc:42:8259b,usc:42:8259,usc.field1.trailing-char,5,1,6,minority-prefix,true
1904-AB70,usc:41:6311-6317,usc:42:6311-6317,usc.field0.edit1,5,1,6,minority-suffix,true
1904-AB94,usc:42:6293,usc:42:6292,usc.field1.edit1,3,1,12,minority-suffix,true
1904-AB98,usc:42:6374e,usc:41:6374e,usc.field0.edit1,7,3,10,minority-prefix,true
1904-AB99,usc:42:6293,usc:42:6295,usc.field1.edit1,3,1,4,minority-prefix,true
1904-AC10,usc:42:6296,usc:42:6291,usc.field1.edit1,2,1,3,minority-prefix,true
1904-AC68,usc:42:62905,usc:42:6295,usc.field1.edit1,6,3,9,minority-suffix,true
1904-AC71,usc:42:6291,usc:42:6292,usc.field1.edit1,4,3,7,minority-suffix,true
1904-AC71,usc:42:6291,usc:42:6293,usc.field1.edit1,4,3,7,minority-suffix,true
1904-AC79,usc:42:6293,usc:42:6292,usc.field1.edit1,7,1,8,minority-prefix,true
1904-AC79,usc:42:6293,usc:42:6291,usc.field1.edit1,7,1,8,minority-prefix,true
1904-AD10,usc:42:6295,usc:42:6291,usc.field1.edit1,4,1,6,minority-suffix,true
1904-AD20,usc:42:6295,usc:42:6291,usc.field1.edit1,20,1,21,minority-prefix,true
1904-AD22,usc:42:6293,usc:42:6295,usc.field1.edit1,5,1,6,minority-prefix,true
1904-AD24,usc:42:6292,usc:42:6291,usc.field1.edit1,2,1,7,minority-prefix,true
1904-AD24,usc:42:6295,usc:42:6291,usc.field1.edit1,6,1,7,minority-prefix,true
1904-AD25,usc:42:6311-6317,usc:42:6315-6317,usc.field1.edit1,6,3,10,minority-prefix,true
1904-AD29,usc:42:6311,usc:42:6316,usc.field1.edit1,12,2,14,minority-suffix,true
1904-AD29,usc:42:6313,usc:42:6316,usc.field1.edit1,11,2,14,minority-suffix,true
1904-AD34,usc:42:6313,usc:412:6313,usc.field0.edit1,15,4,19,minority-prefix,true
1904-AD43,usc:42:6311,usc:42:63311,usc.field1.edit1,5,1,6,minority-prefix,true
1904-AD48,usc:42:6291,usc:42:6292,usc.field1.edit1,6,3,12,minority-prefix,true
1904-AD51,usc:42:6295,usc:43:6295,usc.field0.edit1,10,3,13,minority-prefix,true
1904-AD69,usc:42:6295,usc:42:6291,usc.field1.edit1,7,1,8,minority-prefix,true
1904-AD70,usc:42:6292,usc:42:6291,usc.field1.edit1,13,1,14,minority-prefix,true
1904-AD70,usc:42:6293,usc:42:6291,usc.field1.edit1,13,1,14,minority-prefix,true
1904-AD79,usc:42:6311,usc:42:6316,usc.field1.edit1,14,2,17,minority-prefix,true
1904-AD79,usc:42:6313,usc:42:6316,usc.field1.edit1,14,2,17,minority-prefix,true
1904-AE02,usc:42:6316,usc:42:6313,usc.field1.edit1,3,1,4,minority-prefix,true
1904-AE07,usc:42:6313,usc:42:6314,usc.field1.edit1,9,1,10,minority-prefix,true
1904-AE54,usc:42:6316,usc:42:6313,usc.field1.edit1,11,2,13,minority-prefix,true
1904-AE55,usc:42:6295,usc:42:6291,usc.field1.edit1,4,2,6,minority-suffix,true
1904-AE90,usc:42:6292,usc:42:6291,usc.field1.edit1,4,2,6,minority-prefix,true
1904-AE97,usc:42:6316,usc:42:6313,usc.field1.edit1,9,3,12,minority-prefix,true
1904-AF09,usc:42:6295,usc:42:6293,usc.field1.edit1,3,1,4,minority-prefix,true
1904-AF27,usc:42:6311,usc:42:6313,usc.field1.edit1,3,1,5,minority-prefix,true
1904-AF27,usc:42:6316,usc:42:6313,usc.field1.edit1,4,1,5,minority-prefix,true
1991-AB25,usc:40:4861,usc:40:486,usc.field1.trailing-char,2,1,3,minority-suffix,true
1991-AC00,usc:41:418b,usc:41:418,usc.field1.trailing-char,4,1,9,minority-suffix,true
1991-AC00,usc:42:2281a,usc:42:2281,usc.field1.trailing-char,2,1,9,minority-suffix,true
1991-AC18,usc:31:6301-6308,usc:31:6301-6208,usc.field1.edit1,7,2,9,minority-prefix,true
1992-AA39,usc:42:2201,usc:42:201,usc.field1.leading-digit,29,6,35,minority-prefix,true
1992-AA39,usc:42:2282,usc:42:2282c,usc.field1.trailing-char,19,1,35,minority-prefix,true
1992-AA39,usc:42:7101,usc:42:7107,usc.field1.edit1,18,2,35,minority-prefix,true
1992-AA53,usc:41:2201,usc:41:2201p,usc.field1.trailing-char,7,1,16,minority-prefix,true
1992-AA53,usc:42:2201,usc:41:2201,usc.field0.edit1,8,7,16,minority-prefix,true
1992-AA53,usc:50:2401,usc:50:2410,usc.field1.transpose,10,6,16,reverted-blip,true
1992-AA63,usc:42:1201,usc:42:12101,usc.field1.edit1,6,1,7,minority-prefix,true
2020-AA13,usc:7:136l,usc:7:136,usc.field1.trailing-char,8,1,9,minority-suffix,true
2020-AA21,usc:42:300f,usc:42:300,usc.field1.trailing-char,8,3,11,minority-suffix,true
2020-AA28,usc:7:136f,usc:7:136,usc.field1.trailing-char,3,1,4,reverted-blip,true
2020-AA34,usc:16:2403,usc:16:2403a,usc.field1.trailing-char,6,2,11,minority-prefix,true
2025-AA17,usc:42:11013,usc:42:11023,usc.field1.edit1,11,7,18,minority-suffix,true
2025-AA19,usc:42:11013,usc:42:11023,usc.field1.edit1,11,4,15,minority-suffix,true
2040-AA94,usc:42:300f,usc:42:300,usc.field1.trailing-char,31,10,41,minority-prefix,false
2040-AA97,usc:42:300,usc:42:300f,usc.field1.trailing-char,17,5,23,reverted-blip,false
2040-AB75,usc:42:300,usc:42:300f,usc.field1.trailing-char,10,4,14,minority-suffix,false
2040-AB82,usc:42:300,usc:42:300f,usc.field1.trailing-char,7,1,8,minority-suffix,true
2040-AB83,usc:42:300,usc:42:300f,usc.field1.trailing-char,2,1,10,minority-prefix,true
2040-AB83,usc:42:300h,usc:42:300,usc.field1.trailing-char,7,2,10,minority-suffix,true
2040-AB83,usc:42:300h,usc:42:300f,usc.field1.edit1,7,1,10,minority-prefix,true
2040-AC07,usc:42:300,usc:42:300f,usc.field1.trailing-char,12,1,13,reverted-blip,true
2040-AC13,usc:42:300f,usc:42:300,usc.field1.trailing-char,27,10,37,minority-prefix,false
2040-AC41,usc:42:300,usc:42:300f,usc.field1.trailing-char,4,2,12,minority-suffix,false
2040-AC54,usc:33:1313,usc:33:1316,usc.field1.edit1,9,2,11,minority-prefix,true
2040-AC54,usc:33:1314,usc:33:1314h,usc.field1.trailing-char,7,2,11,minority-prefix,true
2040-AC54,usc:33:1314,usc:33:1316,usc.field1.edit1,7,2,11,minority-prefix,true
2040-AC54,usc:33:1361,usc:33:1316,usc.field1.transpose,9,2,11,minority-prefix,true
2040-AC63,usc:33:1316,usc:33:1314,usc.field1.edit1,5,4,9,minority-suffix,true
2040-AC73,usc:42:300j-4,usc:42:300f-4,usc.field1.edit1,6,1,10,minority-suffix,true
2040-AC77,usc:42:300f,usc:42:300,usc.field1.trailing-char,6,1,7,minority-prefix,true
2040-AC77,usc:42:300g,usc:42:300,usc.field1.trailing-char,2,1,7,minority-prefix,true
2040-AC79,usc:33:1318,usc:33:1313,usc.field1.edit1,5,1,12,minority-prefix,true
2040-AC79,usc:33:1342,usc:33:1362,usc.field1.edit1,4,1,12,minority-prefix,true
2040-AC79,usc:33:1361,usc:33:1362,usc.field1.edit1,4,1,12,minority-prefix,true
2040-AC83,usc:42:300h,usc:42:300,usc.field1.trailing-char,4,1,5,minority-prefix,true
2040-AC91,usc:42:300,usc:42:300f,usc.field1.trailing-char,5,1,6,minority-suffix,true
2040-AC98,usc:42:300,usc:42:300f,usc.field1.trailing-char,7,2,9,minority-suffix,false
2040-AD04,usc:42:300f,usc:42:300,usc.field1.trailing-char,4,2,6,minority-suffix,true
2040-AD08,usc:33:1361,usc:33:1361a,usc.field1.trailing-char,12,1,13,minority-prefix,true
