rin,majority_sig,minority_sig,reason,majority_n,minority_n,n_editions,shape,contiguous
0938-AB50,usc:42:1395l,usc:42:1395m,usc.field1.edit1,8,3,11,reverted-blip,true
0938-AD32,usc:42:1395l,usc:42:13951,usc.field1.edit1,4,3,7,minority-suffix,true
0938-AE39,usc:42:1395bbb,usc:42:1395bb,usc.field1.trailing-char,10,1,11,reverted-blip,true
0938-AE97,usc:42:1395i-3,usc:42:1395l-3,usc.field1.edit1,2,1,5,minority-prefix,true
0938-AF28,usc:42:405,usc:42:205,usc.field1.edit1,7,1,11,minority-prefix,true
0938-AF97,usc:42:1395l,usc:42:13951,usc.field1.edit1,4,3,8,minority-suffix,true
0938-AF98,usc:43:1302,usc:42:1302,usc.field0.edit1,3,1,8,minority-prefix,true
0938-AG30,usc:42:1320c,usc:42:1320,usc.field1.trailing-char,2,1,4,minority-prefix,true
0938-AG32,usc:42:1320c-2,usc:42:132c-2,usc.field1.edit1,4,2,10,minority-prefix,true
0938-AG32,usc:42:1320c-2,usc:42:1320-2,usc.field1.edit1,4,1,10,minority-prefix,true
0938-AG32,usc:42:132c-2,usc:42:1320-2,usc.field1.edit1,2,1,10,minority-prefix,true
0938-AG59,usc:42:13951,usc:42:1395d,usc.field1.edit1,8,3,12,minority-prefix,true
0938-AG59,usc:42:13951,usc:42:1395z,usc.field1.edit1,8,3,12,minority-prefix,true
0938-AG59,usc:42:1395f,usc:42:1395d,usc.field1.edit1,8,3,12,minority-prefix,true
0938-AG59,usc:42:1395f,usc:42:1395z,usc.field1.edit1,8,3,12,minority-prefix,true
0938-AG81,usc:42:1395bb,usc:42:1395bbb,usc.field1.trailing-char,31,9,40,minority-prefix,false
0938-AG84,usc:42:1395hh,usc:42:1895hh,usc.field1.edit1,8,1,12,minority-prefix,true
0938-AH16,usc:42:1395x,usc:42:1495x,usc.field1.edit1,9,2,11,minority-prefix,true
0938-AH19,usc:42:1395m,usc:42:1395g,usc.field1.edit1,4,1,12,minority-prefix,true
0938-AH19,usc:42:1395m,usc:42:1395n,usc.field1.edit1,4,1,12,minority-prefix,true
0938-AH19,usc:42:1395m,usc:42:1395f,usc.field1.edit1,4,1,12,minority-prefix,true
0938-AH19,usc:42:1395x,usc:42:1395f,usc.field1.edit1,2,1,12,minority-prefix,true
0938-AH19,usc:42:1395x,usc:42:1395n,usc.field1.edit1,2,1,12,minority-prefix,true
0938-AH19,usc:42:1395x,usc:42:1395g,usc.field1.edit1,2,1,12,minority-prefix,true
0938-AH22,usc:42:1320a,usc:42:1320,usc.field1.trailing-char,4,1,8,minority-prefix,true
0938-AH22,usc:42:1395u,usc:42:1395x,usc.field1.edit1,7,1,8,minority-prefix,true
0938-AH30,usc:42:1396r-4,usc:42:1395r-4,usc.field1.edit1,2,1,3,minority-prefix,true
0938-AH50,usc:42:1395u,usc:42:1395,usc.field1.trailing-char,4,1,7,minority-prefix,true
0938-AH50,usc:42:1395u,usc:42:1395w,usc.field1.edit1,4,1,7,minority-prefix,true
0938-AH67,usc:42:1395k,usc:42:1395,usc.field1.trailing-char,7,2,9,minority-prefix,true
0938-AH69,usc:42:1396r,usc:42:1395r,usc.field1.edit1,6,3,9,minority-prefix,true
0938-AH74,usc:42:12395bbb,usc:42:12395bb,usc.field1.trailing-char,2,1,4,reverted-blip,true
0938-AH75,usc:42:300gg-41,usc:42:300gg-341,usc.field1.edit1,6,1,10,reverted-blip,true
0938-AH98,usc:42:1396u-1,usc:42:1369u-1,usc.field1.transpose,5,1,7,minority-prefix,true
0938-AH99,usc:42:1320d,usc:42:1320,usc.field1.trailing-char,2,1,15,minority-suffix,true
0938-AI18,usc:42:1395l,usc:42:1395e,usc.field1.edit1,2,1,3,minority-prefix,true
0938-AI29,usc:42:1395w,usc:42:1395,usc.field1.trailing-char,2,1,7,minority-suffix,true
0938-AI52,usc:42:1395w,usc:42:1395,usc.field1.trailing-char,2,1,3,minority-prefix,true
0938-AI63,usc:42:1396a,usc:42:1396,usc.field1.trailing-char,5,1,7,minority-prefix,true
0938-AI63,usc:42:1396a,usc:42:1396aa,usc.field1.trailing-char,5,1,7,minority-prefix,true
0938-AI76,usc:42:1395x,usc:42:1395,usc.field1.trailing-char,2,1,3,minority-prefix,true
0938-AK02,usc:42:1395,usc:42:1395l,usc.field1.trailing-char,4,2,9,minority-suffix,true
0938-AK71,act:bipa:605,act:bipa:601,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK71,act:bipa:606,act:bipa:601,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK71,act:bipa:612,act:bipa:611,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK71,act:bipa:615,act:bipa:611,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK71,act:bipa:621,act:bipa:601,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK71,act:bipa:621,act:bipa:611,act.field1.edit1,3,2,6,minority-prefix,true
0938-AK76,act:social security act:1171,act:social security act:1871,act.field1.edit1,3,1,4,minority-prefix,true
0938-AK90,act:bipa:613,act:bipa:623,act.field1.edit1,2,1,3,minority-prefix,true
0938-AL26,pl:106-554,pl:105-554,pl.field0.edit1,12,2,17,minority-prefix,true
0938-AM75,usc:42:1395l,usc:42:1935l,usc.field1.transpose,3,1,4,minority-prefix,true
0938-AM88,usc:42:1395x,usc:42:1395,usc.field1.trailing-char,6,2,8,minority-prefix,true
0938-AM88,usc:42:1396d,usc:42:1396,usc.field1.trailing-char,6,2,8,minority-prefix,true
0938-AO61,usc:42:1395e-2,usc:42:1395c-2,usc.field1.edit1,2,1,3,minority-prefix,true
0938-AO68,act:deficit reduction act of 2005:5111,act:deficit reduction act of 2005:511,act.field1.trailing-char,2,1,3,minority-prefix,true
0938-AO70,act:social security act:1886,act:social security act:1888,act.field1.edit1,2,1,3,minority-prefix,true
0938-AP43,usc:42:1395i-2,usc:42:13951-2,usc.field1.edit1,2,1,3,minority-prefix,true
0938-AP43,usc:42:1395i-2a,usc:42:13951-2a,usc.field1.edit1,2,1,3,minority-prefix,true
0938-AP46,act:social security act:1888,act:social security act:1886,act.field1.edit1,2,1,3,minority-prefix,true
0938-AT88,usc:42:1302b-12,usc:42:1320b-12,usc.field1.transpose,4,3,7,minority-suffix,true
0945-AA00,pl:111-5,pl:115-5,pl.field0.edit1,13,5,28,minority-suffix,true
0945-AA17,usc:42:1395,usc:42:1395l,usc.field1.trailing-char,4,1,7,minority-prefix,true
0945-AA17,usc:42:1395,usc:42:13951,usc.field1.trailing-char,4,1,7,minority-prefix,true
0955-AA08,usc:42:300jj-11,usc:2:300jj-11,usc.field0.leading-digit,2,1,3,minority-prefix,true
0960-AD93,usc:42:1302,usc:42:1382,usc.field1.edit1,10,2,14,minority-suffix,true
0960-AD93,usc:42:1383,usc:42:1382,usc.field1.edit1,12,2,14,minority-suffix,true
0960-AE12,usc:5:301,usc:45:301,usc.field0.leading-digit,2,1,3,minority-prefix,true
0960-AE97,usc:42:205,usc:42:405,usc.field1.edit1,10,1,11,reverted-blip,true
0960-AF37,usc:42:402,usc:442:402,usc.field0.leading-digit,4,1,5,minority-prefix,true
0960-AF37,usc:42:4215,usc:42:4225,usc.field1.edit1,2,1,5,minority-prefix,true
0960-AF37,usc:42:425,usc:42:4225,usc.field1.edit1,2,1,5,minority-prefix,true
0960-AF47,usc:42:1382c,usc:42:1382,usc.field1.trailing-char,7,1,20,minority-prefix,true
0960-AF53,usc:42:1383,usc:42:1382,usc.field1.edit1,2,1,3,minority-prefix,true
0960-AF69,usc:42:1382c,usc:42:1382,usc.field1.trailing-char,13,3,29,minority-prefix,true
0960-AF99,usc:42:1383b,usc:42:1382b,usc.field1.edit1,3,1,8,minority-prefix,true
0960-AF99,usc:42:1383c,usc:42:1382c,usc.field1.edit1,2,1,8,minority-prefix,true
0960-AG00,usc:42:1383b,usc:42:1383,usc.field1.trailing-char,4,2,6,minority-prefix,true
0960-AG00,usc:42:1383b,usc:42:1382b,usc.field1.edit1,4,2,6,minority-prefix,true
0960-AG13,usc:42:1382b,usc:42:1383b,usc.field1.edit1,4,1,5,minority-suffix,true
0960-AG84,usc:42:1832c,usc:42:1382c,usc.field1.transpose,4,2,6,minority-prefix,true
0960-AH42,usc:42:404,usc:42:402,usc.field1.edit1,11,1,12,minority-prefix,true
0960-AI10,act:social security act:1631,act:social security act:1631e,act.field1.trailing-char,13,1,14,minority-prefix,true
0960-AI25,usc:42:902,usc:42:905,usc.field1.edit1,3,2,7,reverted-blip,true
0960-AI49,pl:114-74,pl:117-74,pl.field0.edit1,9,1,10,minority-prefix,true
0970-AA97,usc:42:1302,usc:42:1320,usc.field1.transpose,7,2,10,minority-prefix,true
0970-AA97,usc:42:1320,usc:42:1320a,usc.field1.trailing-char,2,1,10,minority-suffix,true
0970-AA97,usc:42:1320a-1a,usc:42:1320a-2a,usc.field1.edit1,4,3,10,minority-suffix,true
0970-AA97,usc:42:627,usc:42:622,usc.field1.edit1,7,3,10,minority-suffix,true
0970-AB66,usc:42:603,usc:42:403,usc.field1.edit1,6,1,9,minority-prefix,true
0970-AB81,usc:42:1302,usc:42:1102,usc.field1.edit1,12,1,14,minority-prefix,true
0970-AB99,usc:42:9801,usc:42:9831,usc.field1.edit1,5,3,8,minority-prefix,true
0970-AC00,usc:42:9801,usc:42:9831,usc.field1.edit1,8,2,10,minority-prefix,true
0970-AC01,usc:42:652-654a,usc:42:652-654,usc.field1.trailing-char,16,2,21,minority-prefix,true
0970-AC88,usc:42:2991,usc:42:2991b,usc.field1.trailing-char,3,2,5,minority-suffix,true
1004-AE15,usc:25:396d,usc:25:396,usc.field1.trailing-char,8,7,15,minority-suffix,true
1006-AA30,usc:43:392a,usc:43:392,usc.field1.trailing-char,8,1,9,minority-prefix,true
1006-AA30,usc:43:394,usc:43:392,usc.field1.edit1,8,1,9,minority-prefix,true
1006-AA45,usc:43:3736,usc:43:373c,usc.field1.edit1,5,2,9,minority-prefix,true
1006-AA45,usc:43:3736,usc:43:373b,usc.field1.edit1,5,4,9,minority-prefix,true
1010-AC06,usc:30:1701,usc:30:170,usc.field1.trailing-char,3,2,6,minority-suffix,true
1010-AC07,usc:43:1334,usc:43:4331,usc.field1.transpose,2,1,3,minority-prefix,true
1010-AC28,usc:25:2101,usc:25:2102,usc.field1.edit1,3,1,4,minority-prefix,true
1010-AC34,usc:31:9701,usc:30:9701,usc.field0.edit1,9,1,10,minority-prefix,true
1010-AC63,usc:25:2102,usc:25:2101,usc.field1.edit1,3,2,5,minority-prefix,true
1010-AC64,usc:25:2102,usc:25:2101,usc.field1.edit1,3,2,5,minority-prefix,true
1010-AC71,usc:43:1801,usc:43:1810,usc.field1.transpose,5,1,6,minority-prefix,true
1010-AD06,usc:43:1334,usc:43:1331,usc.field1.edit1,14,11,25,minority-prefix,true
1010-AD12,usc:43:1331,usc:43:1334,usc.field1.edit1,10,4,14,minority-suffix,true
1010-AD13,usc:43:1331,usc:43:1334,usc.field1.edit1,10,8,18,minority-suffix,true
1010-AD15,usc:43:1331,usc:43:1334,usc.field1.edit1,9,5,14,minority-suffix,true
1010-AD30,usc:43:1331,usc:43:1337,usc.field1.edit1,5,2,7,minority-suffix,true
1010-AD41,usc:43:1331,usc:43:1334,usc.field1.edit1,5,2,7,minority-suffix,true
1010-AD47,usc:43:1334,usc:43:1331,usc.field1.edit1,4,2,6,minority-prefix,true
1010-AE00,usc:43:1331,usc:43:1337,usc.field1.edit1,3,1,4,minority-prefix,true
1018-AC57,usc:16:1531,usc:16:1538,usc.field1.edit1,12,8,20,minority-suffix,true
1018-AC57,usc:16:1531,usc:16:1539,usc.field1.edit1,12,8,20,minority-suffix,true
1018-AG11,usc:16:703-712,usc:16:703-711,usc.field1.edit1,12,5,17,minority-prefix,true
1018-AW64,usc:16:777c,usc:16:777,usc.field1.trailing-char,6,3,12,minority-suffix,true
1018-AW64,usc:16:777g,usc:16:777,usc.field1.trailing-char,6,3,12,minority-suffix,true
1018-AX56,usc:16:3101,usc:16:301,usc.field1.edit1,9,1,10,minority-prefix,true
1018-AY74,usc:16:742,usc:16:742a,usc.field1.trailing-char,6,1,7,minority-prefix,true
1018-AZ35,usc:166:1531,usc:16:1531,usc.field0.trailing-char,8,1,9,minority-suffix,true
1018-BA33,usc:16:777,usc:16:777u,usc.field1.trailing-char,11,1,12,reverted-blip,true
1018-BB22,usc:16:3551-3586,usc:18:3551-3586,usc.field0.edit1,5,2,7,minority-prefix,true
1018-BE34,usc:16:703-712,usc:16:703-711,usc.field1.edit1,5,1,6,minority-prefix,true
1018-BE34,usc:16:742a,usc:16:742,usc.field1.trailing-char,5,1,6,minority-prefix,true
1024-AC21,usc:16:20,usc:16:20d,usc.field1.trailing-char,2,1,3,minority-suffix,true
1024-AC75,usc:16:5397,usc:16:5937,usc.field1.transpose,3,1,4,minority-prefix,true
1024-AD42,usc:16:9,usc:16:9a,usc.field1.trailing-char,10,2,12,minority-prefix,true
1024-AE19,usc:25:3001,usc:23:3001,usc.field0.edit1,19,3,22,minority-prefix,true
1029-AB94,usc:30:1201,usc:30:12012,usc.field1.trailing-char,3,2,8,minority-prefix,true
1029-AB94,usc:30:1202,usc:30:12012,usc.field1.edit1,3,2,8,minority-suffix,true
1082-AA02,usc:43:1334,usc:43:1331,usc.field1.edit1,5,3,8,minority-prefix,true
1105-AA31,usc:31:3711,usc:31:3717,usc.field1.edit1,10,2,12,minority-prefix,true
1105-AA71,usc:49:30504,usc:49:3504,usc.field1.edit1,15,1,16,minority-prefix,true
1105-AB34,usc:42:15601,usc:42:15607,usc.field1.edit1,3,2,5,minority-suffix,true
1110-AA09,usc:28:534,usc:28:3534,usc.field1.leading-digit,2,1,3,minority-prefix,true
1115-AB45,usc:8:1102,usc:8:1201,usc.field1.transpose,11,5,16,minority-prefix,true
1115-AE31,usc:8:1102,usc:8:1201,usc.field1.transpose,7,1,8,minority-prefix,true
1115-AE47,usc:8:1182,usc:8:1282,usc.field1.edit1,13,1,14,minority-prefix,true
1115-AE61,usc:8:1186a,usc:9:1186a,usc.field0.edit1,6,2,8,minority-prefix,true
1115-AE83,usc:8:1253,usc:8:1254,usc.field1.edit1,12,1,13,minority-prefix,true
1115-AE83,usc:8:1253,usc:8:1252,usc.field1.edit1,12,1,13,minority-prefix,true
1115-AE83,usc:8:1255,usc:8:1254,usc.field1.edit1,12,1,13,minority-prefix,true
1115-AE83,usc:8:1255,usc:8:1252,usc.field1.edit1,12,1,13,minority-prefix,true
1115-AF14,usc:8:1182,usc:8:1282,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF14,usc:8:1251,usc:8:1201,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF14,usc:8:1252a,usc:8:1252b,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF24,usc:8:1182,usc:8:1102,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF24,usc:8:1182,usc:8:1184,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF26,usc:8:1203,usc:8:1201,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF26,usc:8:1257,usc:8:1252,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF26,usc:8:1257,usc:8:1227,usc.field1.edit1,9,1,10,minority-prefix,true
1115-AF81,usc:8:1221,usc:8:1201,usc.field1.edit1,5,1,6,minority-prefix,true
1115-AF96,cfr:8:2,cfr:9:2,cfr.field0.edit1,4,1,5,minority-prefix,true
1117-AB25,usc:21:886a,usc:21:886,usc.field1.trailing-char,4,1,5,reverted-blip,true
1117-AB27,usc:21:886a,usc:21:886,usc.field1.trailing-char,3,1,4,reverted-blip,true
1117-AB30,usc:21:886a,usc:21:886,usc.field1.trailing-char,9,1,10,minority-prefix,true
1120-AA98,usc:5:552a,usc:5:552,usc.field1.trailing-char,23,1,24,minority-suffix,true
1120-AB10,usc:18:5039,usc:18:5031,usc.field1.edit1,13,9,22,minority-suffix,true
1120-AB20,usc:10:876b,usc:10:876,usc.field1.trailing-char,17,2,19,minority-suffix,true
1120-AB48,usc:5:552,usc:5:552a,usc.field1.trailing-char,8,5,13,minority-prefix,true
1120-AB48,uscch:18:113,uscch:18:113b,uscch.field1.trailing-char,7,5,13,minority-prefix,true
1121-AA78,usc:42:10603,usc:42:10603c,usc.field1.trailing-char,11,2,24,minority-suffix,true
1125-AA18,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,18,12,39,minority-suffix,true
1125-AA25,usc:8:1186a,usc:8:1186,usc.field1.trailing-char,24,5,29,minority-suffix,true
1125-AA27,usc:28:509-510,usc:28:509-10,usc.field1.edit1,11,5,16,minority-prefix,true
1125-AA35,usc:8:1186a,usc:8:1186,usc.field1.trailing-char,19,1,20,minority-suffix,true
1125-AA35,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,19,1,20,minority-suffix,true
1125-AA38,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,17,5,22,minority-suffix,true
1125-AA44,usc:8:1186a,usc:8:1186,usc.field1.trailing-char,15,1,43,minority-suffix,true
1125-AA44,usc:8:1229,usc:8:1225,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1229,usc:8:1227,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1229,usc:8:1224,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1231,usc:8:1251,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1254a,usc:8:1252a,usc.field1.edit1,27,15,43,minority-prefix,true
1125-AA44,usc:8:1255,usc:8:1251,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1255,usc:8:1225,usc.field1.edit1,27,16,43,minority-prefix,true
1125-AA44,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,15,1,43,minority-suffix,true
1125-AA44,usc:8:1324d,usc:8:1324,usc.field1.trailing-char,27,1,43,minority-prefix,true
1125-AA44,usc:8:1324d,usc:8:1324b,usc.field1.edit1,27,15,43,minority-prefix,true
1125-AA45,usc:8:1324,usc:8:1324b,usc.field1.trailing-char,29,15,44,minority-prefix,true
1125-AA45,usc:8:1324,usc:8:1324a,usc.field1.trailing-char,29,15,44,minority-prefix,true
1125-AA45,usc:8:1324,usc:8:1324c,usc.field1.trailing-char,29,15,44,minority-prefix,true
1125-AA45,usc:8:1375,usc:8:1375b,usc.field1.trailing-char,29,6,44,minority-prefix,true
1125-AA45,usc:8:1375,usc:8:1375a,usc.field1.trailing-char,29,9,44,minority-prefix,true
1125-AA45,usc:8:1375a,usc:8:1375b,usc.field1.edit1,9,6,44,minority-prefix,true
1125-AA49,usc:8:11866,usc:8:1186b,usc.field1.edit1,16,4,20,minority-suffix,true
1125-AA52,usc:8:1229,usc:8:1229a,usc.field1.trailing-char,19,9,32,minority-prefix,true
1125-AA52,usc:8:1324,usc:8:1324b,usc.field1.trailing-char,19,13,32,minority-prefix,true
1125-AA53,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,13,1,14,minority-suffix,true
1125-AA58,usc:8:1254,usc:8:1254a,usc.field1.trailing-char,9,8,17,minority-prefix,true
1125-AA58,usc:8:1324,usc:8:1324d,usc.field1.trailing-char,9,8,17,minority-prefix,true
1125-AA64,usc:8:1324a,usc:8:1324,usc.field1.trailing-char,4,1,5,minority-suffix,true
1125-AA65,usc:8:1231,usc:8:1251,usc.field1.edit1,5,2,7,reverted-blip,true
1140-AA04,usc:18:921-931,usc:18:921-930,usc.field1.edit1,44,1,45,minority-prefix,true
1140-AA05,usc:18:921-931,usc:18:921-930,usc.field1.edit1,44,1,45,minority-prefix,true
1140-AA07,usc:18:921-931,usc:18:921-930,usc.field1.edit1,4,1,5,minority-prefix,true
1140-AA08,usc:18:921-931,usc:18:921-930,usc.field1.edit1,44,1,45,minority-prefix,true
1140-AA09,usc:18:921-931,usc:18:921-930,usc.field1.edit1,2,1,3,minority-prefix,true
1140-AA33,usc:18:921,usc:18:926,usc.field1.edit1,13,5,26,minority-suffix,true
1190-AA48,usc:8:1324b,usc:8:1324,usc.field1.trailing-char,18,2,25,minority-suffix,true
1190-AA51,usc:42:1973a,usc:42:1973,usc.field1.trailing-char,20,2,22,minority-suffix,true
1190-AA51,usc:42:1973c,usc:42:1973,usc.field1.trailing-char,20,2,22,minority-suffix,true
1190-AA52,usc:42:2000d,usc:42:2000,usc.field1.trailing-char,20,2,22,minority-suffix,true
1190-AA58,usc:42:1973b,usc:42:1973,usc.field1.trailing-char,11,2,13,minority-suffix,true
1190-AA58,usc:42:1973j,usc:42:1973,usc.field1.trailing-char,11,2,13,minority-suffix,true
1190-AA70,usc:42:2000d,usc:42:2000,usc.field1.trailing-char,5,4,9,minority-prefix,true
1205-AB20,usc:29:939,usc:29:2939,usc.field1.leading-digit,3,1,5,minority-suffix,true
1205-AB75,usc:8:1152,usc:8:1182,usc.field1.edit1,3,1,4,minority-suffix,true
1205-AB79,pl:114-144,pl:114-114,pl.field0.edit1,3,1,4,minority-prefix,true
1210-AA60,usc:29:1136,usc:29:1166,usc.field1.edit1,11,4,15,minority-suffix,true
1210-AA63,usc:29:1185,usc:29:1181,usc.field1.edit1,13,10,23,minority-prefix,true
1210-AA63,usc:29:1185,usc:29:1182,usc.field1.edit1,13,2,23,minority-prefix,true
1210-AA77,usc:29:1182,usc:29:1181,usc.field1.edit1,10,7,17,minority-prefix,true
1210-AB38,usc:29:1135,usc:29:1135u,usc.field1.trailing-char,13,1,14,reverted-blip,true
1210-AB64,usc:29:1132,usc:29:1135,usc.field1.edit1,9,4,23,minority-prefix,true
1210-AB82,usc:29:1108,usc:29:1008,usc.field1.edit1,5,3,8,minority-prefix,true
1218-AB27,usc:5:553,usc:5:533,usc.field1.edit1,12,3,15,minority-prefix,true
1218-AB41,usc:29:651,usc:29:654,usc.field1.edit1,5,3,15,minority-prefix,true
1218-AB41,usc:29:651,usc:29:652,usc.field1.edit1,5,3,15,minority-prefix,true
1218-AB41,usc:29:651,usc:29:653,usc.field1.edit1,5,3,15,minority-suffix,true
1218-AB55,usc:5:553,usc:5:533,usc.field1.edit1,6,3,9,minority-prefix,true
1218-AB59,usc:5:553,usc:5:533,usc.field1.edit1,7,1,8,minority-prefix,true
1218-AB60,usc:5:553,usc:5:533,usc.field1.edit1,17,1,18,minority-prefix,true
1218-AB61,usc:5:553,usc:5:533,usc.field1.edit1,10,1,11,minority-prefix,true
1218-AB79,usc:29:670,usc:29:570,usc.field1.edit1,6,1,7,minority-prefix,true
1218-AC41,usc:29:655,usc:29:6559,usc.field1.trailing-char,9,7,16,minority-prefix,true
1218-AC45,usc:5:533,usc:5:553,usc.field1.edit1,30,1,31,minority-suffix,true
1218-AC58,usc:21:399d,usc:21:399,usc.field1.trailing-char,9,1,11,minority-suffix,true
1218-AC79,usc:29:218c,usc:29:218,usc.field1.trailing-char,8,1,9,minority-suffix,true
1218-AD29,usc:29:657,usc:20:657,usc.field0.edit1,2,1,3,minority-prefix,true
1219-AB09,usc:30:811,usc:80:811,usc.field0.edit1,2,1,3,minority-prefix,true
1219-AB14,usc:30:813,usc:30:812,usc.field1.edit1,13,4,24,minority-prefix,true
1219-AB63,usc:30:957,usc:30:8957,usc.field1.leading-digit,3,1,4,minority-prefix,true
1219-AB64,usc:30:813,usc:30:812,usc.field1.edit1,7,4,11,minority-prefix,true
1219-AB67,usc:30:801,usc:30:811,usc.field1.edit1,7,1,8,minority-prefix,true
1219-AB67,usc:30:813,usc:30:811,usc.field1.edit1,7,1,8,minority-prefix,true
1219-AB67,usc:30:819,usc:30:811,usc.field1.edit1,7,1,8,minority-prefix,true
1219-AB72,usc:30:815,usc:30:812,usc.field1.edit1,12,1,14,minority-prefix,true
1219-AB72,usc:30:815,usc:30:811,usc.field1.edit1,12,2,14,minority-prefix,true
1250-AA03,eo:11246,eo:11256,eo.field0.edit1,7,6,13,reverted-blip,true
1290-AA27,usc:31:3720d,usc:31:3720,usc.field1.trailing-char,7,1,8,minority-suffix,true
1400-AB14,usc:22:1475e,usc:22:14758,usc.field1.edit1,5,1,6,minority-prefix,true
1400-AB14,usc:8:1258,usc:8:1250,usc.field1.edit1,5,1,6,minority-prefix,true
1400-AB93,usc:22:2651a,usc:22:2651,usc.field1.trailing-char,3,2,5,minority-prefix,true
1400-AC25,usc:5:522,usc:5:552,usc.field1.edit1,2,1,3,minority-suffix,true
1400-AD30,case:F. 3d:588:158,case:F.3d:588:158,case.field0.edit1,5,4,11,minority-prefix,true
1400-AD30,case:F. 3d:588:158,case:F 3d:588:158,case.field0.edit1,5,2,11,minority-prefix,true
1400-AD30,case:F.3d:588:158,case:F 3d:588:158,case.field0.edit1,4,2,11,minority-suffix,true
1400-AD87,usc:22:2651,usc:22:2651a,usc.field1.trailing-char,2,1,3,minority-prefix,true
1400-AD87,usc:29:794,usc:29:794d,usc.field1.trailing-char,2,1,3,minority-prefix,true
1505-AA53,usc:15:78o-5,usc:15:780-5,usc.field1.edit1,2,1,3,minority-prefix,true
1505-AA70,usc:15:78o-5,usc:15:780-5,usc.field1.edit1,3,1,4,minority-prefix,true
1505-AC02,pl:105-33,pl:105-32,pl.field0.edit1,7,1,8,minority-prefix,true
1505-AC05,pl:110-343,pl:110-334,pl.field0.transpose,5,1,6,minority-prefix,true
1505-AC09,pl:110-343,pl:110-334,pl.field0.transpose,10,1,11,minority-prefix,true
1505-AC43,usc:5:552a,usc:5:552,usc.field1.trailing-char,8,6,14,minority-suffix,true
1505-AC45,usc:42:2000d,usc:42:2000,usc.field1.trailing-char,7,2,9,minority-suffix,true
1505-AC50,usc:5:552,usc:5:552a,usc.field1.trailing-char,6,2,8,minority-prefix,true
1506-AA97,usc:12:1829,usc:12:1829b,usc.field1.trailing-char,5,1,6,minority-prefix,true
1506-AB01,usc:12:1829,usc:12:1829b,usc.field1.trailing-char,20,6,26,other,false
1506-AB10,usc:12:1829b,usc:12:1829,usc.field1.trailing-char,13,7,20,reverted-blip,true
1506-AB16,usc:31:5316-5332,usc:31:5316-5336,usc.field1.edit1,8,3,26,minority-suffix,true
1506-AB16,usc:31:5318a,usc:31:5318,usc.field1.trailing-char,10,5,26,reverted-blip,true
1506-AB21,usc:12:1829b,usc:12:1829,usc.field1.trailing-char,17,8,25,reverted-blip,true
1506-AB21,usc:31:5316-5332,usc:31:5316-5336,usc.field1.edit1,22,3,25,minority-suffix,true
1506-AB21,usc:31:5318a,usc:31:5318,usc.field1.trailing-char,8,6,25,reverted-blip,true
1506-AB22,usc:12:1829b,usc:12:1829,usc.field1.trailing-char,18,7,25,reverted-blip,true
1506-AB22,usc:31:5316-5332,usc:31:5316-5336,usc.field1.edit1,22,3,25,minority-suffix,true
1506-AB22,usc:31:5318a,usc:31:5318,usc.field1.trailing-char,9,5,25,reverted-blip,true
1506-AB23,usc:31:5318,usc:31:5318a,usc.field1.trailing-char,5,1,6,minority-suffix,true
1506-AB25,usc:12:1829b,usc:12:1829,usc.field1.trailing-char,3,1,4,minority-suffix,true
1506-AB26,usc:31:5316-5336,usc:31:5316-5332,usc.field1.edit1,9,3,23,minority-prefix,true
1506-AB27,usc:31:5318a,usc:31:5318,usc.field1.trailing-char,4,1,5,minority-suffix,true
1506-AB28,usc:12:1829,usc:12:1829b,usc.field1.trailing-char,7,6,13,other,false
1506-AB36,usc:31:5316-5332,usc:31:5316-5336,usc.field1.edit1,14,3,17,minority-suffix,true
1506-AB39,usc:31:5316-5332,usc:31:5316-5336,usc.field1.edit1,8,2,14,minority-suffix,true
1506-AB41,usc:31:5316-5336,usc:31:5316-5332,usc.field1.edit1,9,2,11,minority-prefix,true
1506-AB43,usc:31:5316-5336,usc:31:5316-5332,usc.field1.edit1,9,2,11,minority-prefix,true
1506-AB44,usc:31:5316-5336,usc:31:5316-5332,usc.field1.edit1,2,1,3,minority-prefix,true
