cfr_part	rule	family	citation_old_to_new	note_text_verbatim
5:843	dotted-cfr-section	usc	5:843 -> (removed)	5 U.S.C. 8461; 843.205, 843.208, and 843.209 also issued under 5 U.S.C. 8424; 843.309 also issued under 5 U.S.C. 8442; 843.406 also issued under 5 U.S.C. 8441.
5:8601	compilation-locator	usc	5:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:8601	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:8601	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:870	dotted-cfr-section	usc	5:870 -> (removed)	5 U.S.C. 8716; Sec. 870.106 also issued under section 1110(b) of Pub. L. 116-92, 133 Stat. 1198 (5 U.S.C. 8702 note); Sec. 870.302(a)(3) also issued under sections 11202(f), 11232(e), and 11246(b) and (c) of Pub. L. 105-33, 111 Stat. 251, section 7(e) of Pub. L. 105-274, 112 Stat. 2419, and section 145 of Pub. L. 106-522, 114 Stat. 2472; Sec. 870.302(a)(3)(ii) also issued under section 153 of Pub. L. 104-134, 110 Stat. 1321; Secs. 870.302(b)(8), 870.601(a), and 870.602(b) also issued under Pub. L. 110-279, 122 Stat. 2604 (2 U.S.C. 2051); Subpart E also issued under 5 U.S.C. 8702(c); Sec. 870.601(d)(3) also issued under 5 U.S.C. 8706(d); Sec. 870.510 also issued under section 1622(b) of Pub. L. 104-106, 110 Stat. 521 (36 U.S.C. 5522); Sec. 870.703(e)(1) also issued under section 502 of Pub. L. 110-177, 121 Stat. 2542 (5 U.S.C. 8701 note); Sec. 870.705 also issued under 5 U.S.C. 8714b(c) and 8714c(c); and Subpart J also issued under section 599C of Pub. L. 101-513, 104 Stat. 2064 (5 U.S.C. 5561 note), as amended.
5:8701	compilation-locator	usc	5:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp. p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:8701	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp. p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:8701	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159, 3 CFR, 1989 Comp. p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.803.
5:9001	compilation-locator	usc	12:1989 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 4526; E.O. 12674, 54 FR 15159; 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547; 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403(a), 2635.502(e), 2635.604, 2635.702, 2635.703, 2635.802(a), 2635.803.
5:9001	compilation-locator	usc	12:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 4526; E.O. 12674, 54 FR 15159; 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547; 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403(a), 2635.502(e), 2635.604, 2635.702, 2635.703, 2635.802(a), 2635.803.
5:9001	dotted-cfr-section	usc	12:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); 12 U.S.C. 4526; E.O. 12674, 54 FR 15159; 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547; 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.402(c), 2635.403(a), 2635.502(e), 2635.604, 2635.702, 2635.703, 2635.802(a), 2635.803.
5:930	compilation-locator	usc	40:1954 -> (removed)	5 U.S.C. 3301, 3320, 7301; 40 U.S.C. 491; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11222, 3 CFR, 1964-1965 Comp., p. 306. (Separate authority is listed under § 930.107).
5:930	compilation-locator	usc	40:1964 -> (removed)	5 U.S.C. 3301, 3320, 7301; 40 U.S.C. 491; E.O. 10577, 3 CFR, 1954-1958 Comp., p. 218; E.O. 11222, 3 CFR, 1964-1965 Comp., p. 306. (Separate authority is listed under § 930.107).
5:9301	compilation-locator	usc	5:1987 -> (removed)	5 U.S.C. 552; Pub. L. No. 110-175, 121 Stat. 2524 (2007); 5 U.S.C. 301 and 552; Exec. Order 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235; Exec. Order No. 13392, 70 FR 75373-75377, 3 CFR, 2006 Comp., pp. 216-200.
5:9301	compilation-locator	usc	5:2006 -> (removed)	5 U.S.C. 552; Pub. L. No. 110-175, 121 Stat. 2524 (2007); 5 U.S.C. 301 and 552; Exec. Order 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235; Exec. Order No. 13392, 70 FR 75373-75377, 3 CFR, 2006 Comp., pp. 216-200.
5:9303	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. Section 7301; 5 U.S.C. App. (Ethics in Government Act of 1978, as amended), E.O. 12674, 54 FR 15159, 3 CFR 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547; 3 CFR 1990 Comp., p. 306; 5 CFR 2635.105, 2635.702, 2635.703, 2635.801, 2635.802, 2635.803, and 2635.805.
5:9401	compilation-locator	usc	5:1898 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159 (April 12, 1989); 3 CFR, 1898 Comp., p.215, as modified by E.O. 12731, 55 FR 42547 (October 17, 1990); 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502 and 2635.803.
5:9401	compilation-locator	usc	5:1990 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159 (April 12, 1989); 3 CFR, 1898 Comp., p.215, as modified by E.O. 12731, 55 FR 42547 (October 17, 1990); 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502 and 2635.803.
5:9401	dotted-cfr-section	usc	5:2635 -> (removed)	5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159 (April 12, 1989); 3 CFR, 1898 Comp., p.215, as modified by E.O. 12731, 55 FR 42547 (October 17, 1990); 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 2635.403, 2635.502 and 2635.803.
5:9601	compilation-locator	usc	5:1989 -> (removed)	12 U.S.C. 1752a(d), 1766; 5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 5 CFR 2635.403, 5 CFR 2635.502 and 5 CFR 2635.803
5:9601	compilation-locator	usc	5:1990 -> (removed)	12 U.S.C. 1752a(d), 1766; 5 U.S.C. 7301; 5 U.S.C. App. (Ethics in Government Act of 1978); E.O. 12674, 54 FR 15159 3 CFR, 1989 Comp., p. 215, as modified by E.O. 12731, 55 FR 42547, 3 CFR, 1990 Comp., p. 306; 5 CFR 2635.105, 5 CFR 2635.403, 5 CFR 2635.502 and 5 CFR 2635.803
6:19	compilation-locator	usc	42:2002 -> (removed)	5 U.S.C. 301; 6 U.S.C. 101 et seq.; 8 U.S.C. 1101 et seq.; 42 U.S.C. 5164, 5183, 5189d; 42 U.S.C. 2000bb et seq.; 42 U.S.C. 11331 et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13403, 71 FR 28543, 3 CFR, 2006 Comp., p. 228; E.O. 13498, 74 FR 6533, 3 CFR, 2009 Comp., p. 219; and E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273.
6:19	compilation-locator	usc	42:2006 -> (removed)	5 U.S.C. 301; 6 U.S.C. 101 et seq.; 8 U.S.C. 1101 et seq.; 42 U.S.C. 5164, 5183, 5189d; 42 U.S.C. 2000bb et seq.; 42 U.S.C. 11331 et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13403, 71 FR 28543, 3 CFR, 2006 Comp., p. 228; E.O. 13498, 74 FR 6533, 3 CFR, 2009 Comp., p. 219; and E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273.
6:19	compilation-locator	usc	42:2009 -> (removed)	5 U.S.C. 301; 6 U.S.C. 101 et seq.; 8 U.S.C. 1101 et seq.; 42 U.S.C. 5164, 5183, 5189d; 42 U.S.C. 2000bb et seq.; 42 U.S.C. 11331 et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13403, 71 FR 28543, 3 CFR, 2006 Comp., p. 228; E.O. 13498, 74 FR 6533, 3 CFR, 2009 Comp., p. 219; and E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273.
6:19	compilation-locator	usc	42:2010 -> (removed)	5 U.S.C. 301; 6 U.S.C. 101 et seq.; 8 U.S.C. 1101 et seq.; 42 U.S.C. 5164, 5183, 5189d; 42 U.S.C. 2000bb et seq.; 42 U.S.C. 11331 et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13403, 71 FR 28543, 3 CFR, 2006 Comp., p. 228; E.O. 13498, 74 FR 6533, 3 CFR, 2009 Comp., p. 219; and E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273.
6:7	compilation-locator	usc	5:1995 -> (removed)	5 U.S.C. 301; Pub. L. 107-296; E.O. 13526; 3 CFR, 1995 Comp., p. 333; E.O. 13142, 64 FR 66089, 3 CFR, 1999 Comp., p. 236; 32 CFR part 2001.
6:7	compilation-locator	usc	5:1999 -> (removed)	5 U.S.C. 301; Pub. L. 107-296; E.O. 13526; 3 CFR, 1995 Comp., p. 333; E.O. 13142, 64 FR 66089, 3 CFR, 1999 Comp., p. 236; 32 CFR part 2001.
7:1530	compilation-locator	usc	19:1994 -> (removed)	Additional U.S. note 6 to chapter 17 of the Harmonized Tariff Schedule of the United States (19 U.S.C. 1202); 19 U.S.C. 3314; Proc. 6641, 58 FR 66867, 3 CFR, 1994 Comp., p. 172; Proc. 6763, 60 FR 1007, 3 CFR, 1995 Comp., p. 146.
7:1530	compilation-locator	usc	19:1995 -> (removed)	Additional U.S. note 6 to chapter 17 of the Harmonized Tariff Schedule of the United States (19 U.S.C. 1202); 19 U.S.C. 3314; Proc. 6641, 58 FR 66867, 3 CFR, 1994 Comp., p. 172; Proc. 6763, 60 FR 1007, 3 CFR, 1995 Comp., p. 146.
7:16	compilation-locator	usc	42:2002 -> (removed)	5 U.S.C. 301; 42 U.S.C. 2000bb et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13280, 67 FR 77145, 3 CFR, 2002 Comp., p. 262; E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273; E.O. 13831, 83 FR 20715, 3 CFR, 2018 Comp., p. 806; E.O. 14015, 86 FR 10007, 3 CFR, 2021 Comp., p. 517.
7:16	compilation-locator	usc	42:2010 -> (removed)	5 U.S.C. 301; 42 U.S.C. 2000bb et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13280, 67 FR 77145, 3 CFR, 2002 Comp., p. 262; E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273; E.O. 13831, 83 FR 20715, 3 CFR, 2018 Comp., p. 806; E.O. 14015, 86 FR 10007, 3 CFR, 2021 Comp., p. 517.
7:16	compilation-locator	usc	42:2018 -> (removed)	5 U.S.C. 301; 42 U.S.C. 2000bb et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13280, 67 FR 77145, 3 CFR, 2002 Comp., p. 262; E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273; E.O. 13831, 83 FR 20715, 3 CFR, 2018 Comp., p. 806; E.O. 14015, 86 FR 10007, 3 CFR, 2021 Comp., p. 517.
7:16	compilation-locator	usc	42:2021 -> (removed)	5 U.S.C. 301; 42 U.S.C. 2000bb et seq.; E.O. 13279, 67 FR 77141, 3 CFR, 2002 Comp., p. 258; E.O. 13280, 67 FR 77145, 3 CFR, 2002 Comp., p. 262; E.O. 13559, 75 FR 71319, 3 CFR, 2010 Comp., p. 273; E.O. 13831, 83 FR 20715, 3 CFR, 2018 Comp., p. 806; E.O. 14015, 86 FR 10007, 3 CFR, 2021 Comp., p. 517.
7:1792	compilation-locator	usc	42:1990 -> (removed)	7 U.S.C. 901 et seq., 1921 et seq., 6941 et seq.; 42 U.S.C. 7701 et seq.; E.O. 12699 (3 CFR, 1990 Comp., p. 269).
7:1b	compilation-locator	usc	42:1966 -> (removed)	5 U.S.C. 301; 42 U.S.C. 4321-4347; E.O. 11514, 3 CFR, 1966-1970 Comp., p. 902, as amended by E.O. 11991, 3 CFR, 1978 Comp., p. 123; E.O. 12114, 3 CFR, 1980 Comp., p. 356; 40 CFR 1507.3.
7:1b	compilation-locator	usc	42:1978 -> (removed)	5 U.S.C. 301; 42 U.S.C. 4321-4347; E.O. 11514, 3 CFR, 1966-1970 Comp., p. 902, as amended by E.O. 11991, 3 CFR, 1978 Comp., p. 123; E.O. 12114, 3 CFR, 1980 Comp., p. 356; 40 CFR 1507.3.
7:1b	compilation-locator	usc	42:1980 -> (removed)	5 U.S.C. 301; 42 U.S.C. 4321-4347; E.O. 11514, 3 CFR, 1966-1970 Comp., p. 902, as amended by E.O. 11991, 3 CFR, 1978 Comp., p. 123; E.O. 12114, 3 CFR, 1980 Comp., p. 356; 40 CFR 1507.3.
7:2812	compilation-locator	usc	5:1997 -> (removed)	5 U.S.C. 301; E.O. 12999, 61 FR 17227, 3 CFR, 1997 Comp., p. 180.
7:300	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:300	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:301	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3. Section 301.75-15 issued under Sec. 204, Title II, Public Law 106-113, 113 Stat. 1501A-293; sections 301.75-15 and 301.75-16 issued under Sec. 203, Title II, Public Law 106-224, 114 Stat. 400 (7 U.S.C. 1421 note).
7:301	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3. Section 301.75-15 issued under Sec. 204, Title II, Public Law 106-113, 113 Stat. 1501A-293; sections 301.75-15 and 301.75-16 issued under Sec. 203, Title II, Public Law 106-224, 114 Stat. 400 (7 U.S.C. 1421 note).
7:301	dotted-cfr-section	usc	7:301 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3. Section 301.75-15 issued under Sec. 204, Title II, Public Law 106-113, 113 Stat. 1501A-293; sections 301.75-15 and 301.75-16 issued under Sec. 203, Title II, Public Law 106-224, 114 Stat. 400 (7 U.S.C. 1421 note).
7:302	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:302	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:305	dotted-cfr-section	usc	21:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:305	dotted-cfr-section	usc	21:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:318	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:318	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:319	dotted-cfr-section	usc	21:2 -> (removed)	7 U.S.C. 1633, 7701-7772, and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:319	dotted-cfr-section	usc	21:371 -> (removed)	7 U.S.C. 1633, 7701-7772, and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:322	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 281; 7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:322	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 281; 7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:330	dotted-cfr-section	usc	31:2 -> (removed)	7 U.S.C. 1633, 7701-7772, 7781-7786, and 8301-8317; 21 U.S.C. 136 and 136a; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:330	dotted-cfr-section	usc	31:371 -> (removed)	7 U.S.C. 1633, 7701-7772, 7781-7786, and 8301-8317; 21 U.S.C. 136 and 136a; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:331	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 8401; 7 CFR 2.22, 2.80, and 371.3.
7:331	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 8401; 7 CFR 2.22, 2.80, and 371.3.
7:340	dotted-cfr-section	usc	31:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:340	dotted-cfr-section	usc	31:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:351	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:351	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:352	dotted-cfr-section	usc	31:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:352	dotted-cfr-section	usc	31:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 31 U.S.C. 9701; 7 CFR 2.22, 2.80, and 371.3.
7:353	dotted-cfr-section	usc	21:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:353	dotted-cfr-section	usc	21:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 21 U.S.C. 136 and 136a; 7 CFR 2.22, 2.80, and 371.3.
7:354	dotted-cfr-section	usc	49:2 -> (removed)	7 U.S.C. 7701-7772, 7781-7786, and 8301-8317; 21 U.S.C. 136 and 136a; 49 U.S.C. 80503; 7 CFR 2.22, 2.80, and 371.3.
7:354	dotted-cfr-section	usc	49:371 -> (removed)	7 U.S.C. 7701-7772, 7781-7786, and 8301-8317; 21 U.S.C. 136 and 136a; 49 U.S.C. 80503; 7 CFR 2.22, 2.80, and 371.3.
7:355	dotted-cfr-section	usc	16:2 -> (removed)	16 U.S.C. 1532, 1538, and 1540; 7 CFR 2.22, 2.80, and 371.3.
7:355	dotted-cfr-section	usc	16:371 -> (removed)	16 U.S.C. 1532, 1538, and 1540; 7 CFR 2.22, 2.80, and 371.3.
7:356	dotted-cfr-section	usc	16:2 -> (removed)	16 U.S.C. 1540(f), 16 U.S.C. 3374); 7 CFR 2.22, 2.80, 371.3.
7:356	dotted-cfr-section	usc	16:371 -> (removed)	16 U.S.C. 1540(f), 16 U.S.C. 3374); 7 CFR 2.22, 2.80, 371.3.
7:357	dotted-cfr-section	usc	16:2 -> (removed)	16 U.S.C. 3371 et seq.; 7 CFR 2.22, 2.80, and 371.2(d).
7:357	dotted-cfr-section	usc	16:371 -> (removed)	16 U.S.C. 3371 et seq.; 7 CFR 2.22, 2.80, and 371.2(d).
7:360	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:360	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 7 CFR 2.22, 2.80, and 371.3.
7:361	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 1581-1610; 7 CFR 2.22, 2.80, and 371.3.
7:361	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 1581-1610; 7 CFR 2.22, 2.80, and 371.3.
7:380	dotted-cfr-section	usc	16:2 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 16 U.S.C. 1540(a), 3373(a) and (b); 7 CFR 2.22, 2.80, and 371.3.
7:380	dotted-cfr-section	usc	16:371 -> (removed)	7 U.S.C. 7701-7772 and 7781-7786; 16 U.S.C. 1540(a), 3373(a) and (b); 7 CFR 2.22, 2.80, and 371.3.
7:47	dotted-cfr-section	usc	7:2 -> (removed)	5 U.S.C 553; 7 U.S.C. 499f; 7 U.S.C. 499o; 7 CFR 2.22(a)(1)(viii)(L), 2.79(a)(8)(xiii).
7:50	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 1621 et seq. ; 7 CFR 2.35, 2.41.
7:661	dotted-cfr-section	usc	5:1 -> (removed)	5 U.S.C. 552, 552a; 7 CFR 1.1-1.16, 1.110-1.123.
8:1003	compilation-locator	usc	28:1949 -> (removed)	5 U.S.C. 301; 6 U.S.C. 521; 8 U.S.C. 1101, 1103, 1154, 1155, 1158, 1182, 1226, 1229, 1229a, 1229b, 1229c, 1231, 1254a, 1255, 1324d, 1330, 1361, 1362, 1801, 1802, 1808, 1812; 28 U.S.C. 509, 510, 1746; sec. 2, Reorg. Plan No. 2 of 1950, 3 CFR, 1949-1953 Comp., p. 1002.
8:103	compilation-locator	usc	6:1982 -> (removed)	5 U.S.C. 301, 552, 552a; 8 U.S.C. 1101, 1103, 1184, 1185 note, 1304, 1356, 1365b, 1372, 1801-1815; 31 U.S.C. 9701; 48 U.S.C. 1806; Pub. L. 107-296, 116 Stat. 2135 (6 U.S.C. 1 et seq. ); E.O. 12356, 47 FR 14874, 15557, 3 CFR, 1982 Comp., p. 166; 8 CFR part 2; Pub. L. 112-45, 125 Stat. 550; 31 CFR part 223.
8:1215	compilation-locator	usc	8:1953 -> (removed)	Sec. 104, 66 Stat. 174, Proc. 3004, 18 FR 489; 8 U.S.C. 1104, 3 CFR, 1953 Supp. Interpret or apply sec. 215, 66 Stat. 190; (8 U.S.C. 1185).
8:1235	compilation-locator	usc	8:2003 -> (removed)	8 U.S.C. 1101 and note, 1103, 1183, 1185 (pursuant to E.O. 13323, 69 FR 241, 3 CFR, 2003 Comp., p. 278), 1201, 1224, 1225, 1226, 1228, 1365a note, 1379, 1731-32; Title VII of Pub. L. 110-229; 8 U.S.C. 1185 note (section 7209 of Pub. L. 108-458); Public Law 115-218.
8:215	compilation-locator	usc	8:2003 -> (removed)	6 U.S.C. 202(4), 236; 8 U.S.C. 1101, 1103, 1104, 1184, 1185 (pursuant to Executive Order 13323, 69 FR 241, 3 CFR, 2003 Comp., p. 278), 1357, 1365a and note, 1365b, 1379, 1731-32; and 8 CFR part 2.
8:223	cross-family-volume	usc	8:19 -> (removed)	8 U.S.C. 1103, 1181, 1182, 1186a, 1203, 1225, 1226, 1227, 1251; Protocol Relating to the Status of Refugees, November 1, 1968, 19 U.S.T. 6223 (TIAS) 6577; 8 CFR part 2.
8:235	compilation-locator	usc	8:2003 -> (removed)	6 U.S.C. 218 and note; 8 U.S.C. 1101 and note, 1103, 11f58, 1182, 1183, 1185 (pursuant to Executive Order 13323, 69 FR 241, 3 CFR, 2003 Comp., p. 278), 1185 note, 1201, 1224, 1225, 1226, 1228, 1357, 1365a and note, 1365b, 1379, 1731-32; 48 U.S.C. 1806 and note, 1807, and 1808 and 48 U.S.C. 1806 notes (title VII, Pub. L. 110-229, 122 Stat. 754); 8 U.S.C. 1185 note (sec. 7209, Pub. L. 108-458, 118 Stat. 3638, and Pub. L. 112-54, 125 Stat. 550).
8:3	compilation-locator	usc	28:1949 -> (removed)	5 U.S.C. 301; 8 U.S.C. 1101 note, 1103, 1252 note, 1252b, 1324b, 1362; 28 U.S.C. 509, 510, 1746; sec. 2, Reorg. Plan No. 2 of 1950, 3 CFR, 1949-1953 Comp., p. 1002; section 203 of Pub. L. 105-100, 111 Stat. 2196-200; sections 1506 and 1510 of Pub. L. 106-386; 114 Stat. 1527-29, 1531-32; section 1505 of Pub. L. 106-554, 114 Stat. 2763A-326 to -328.
9:1	dotted-cfr-section	usc	7:2 -> (removed)	7 U.S.C. 2131-2159; 7 CFR 2.22, 2.80, and 371.7.
9:1	dotted-cfr-section	usc	7:371 -> (removed)	7 U.S.C. 2131-2159; 7 CFR 2.22, 2.80, and 371.7.
9:101	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:101	dotted-cfr-section	usc	21:371 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:102	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:102	dotted-cfr-section	usc	21:371 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:103	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:103	dotted-cfr-section	usc	21:371 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:104	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:104	dotted-cfr-section	usc	21:371 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:105	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:105	dotted-cfr-section	usc	21:371 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
9:106	dotted-cfr-section	usc	21:2 -> (removed)	21 U.S.C. 151-159; 7 CFR 2.22, 2.80, and 371.4.
