cfr_part	rule	family	citation_old_to_new	note_text_verbatim
39:3001	compilation-locator	usc	39:1990 -> (removed)	39 U.S.C. 503, 504, 3603; E.O. 12674, 54 FR 15159, 3 CFR,1989 Comp., p. 215, as modified by E.O. 12731, 56 FR 42547, 3 CFR, 1990 Comp., p. 396; 5 CFR parts 2634 and 2635.
39:491	compilation-locator	usc	39:1994 -> (removed)	5 U.S.C. 5520a; 39 U.S.C. 401; E.O.12897, 59 FR 5517, 3 CFR, 1994 Comp., p. 858.
40:1515	compilation-locator	usc	5:2005 -> (removed)	5 U.S.C. 552; E.O. 13392, 70 FR 75373, 3 CFR, 2005 Comp., p. 216; Pres. Mem., 74 FR 4685, 3 CFR, 2009 Comp., p. 338. Section 1515.41 also issued under E.O. 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235.
40:1515	compilation-locator	usc	5:2009 -> (removed)	5 U.S.C. 552; E.O. 13392, 70 FR 75373, 3 CFR, 2005 Comp., p. 216; Pres. Mem., 74 FR 4685, 3 CFR, 2009 Comp., p. 338. Section 1515.41 also issued under E.O. 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235.
40:1515	compilation-locator	usc	5:1987 -> (removed)	5 U.S.C. 552; E.O. 13392, 70 FR 75373, 3 CFR, 2005 Comp., p. 216; Pres. Mem., 74 FR 4685, 3 CFR, 2009 Comp., p. 338. Section 1515.41 also issued under E.O. 12600, 52 FR 23781, 3 CFR, 1987 Comp., p. 235.
40:247	compilation-locator	usc	42:1998 -> (removed)	42 U.S.C. 6912(a) and 6962; E.O. 13423, 72 FR 3919, 3 CFR, 1998 Comp., p. 210.
40:300	compilation-locator	usc	42:2013 -> (removed)	33 U.S.C. 1251 et seq.; 42 U.S.C. 9601-9657; E.O. 13626, 77 FR 56749, 3 CFR, 2013 Comp., p. 306; E.O. 12777, 56 FR 54757, 3 CFR, 1991 Comp., p. 351; E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp., p. 193.
40:300	compilation-locator	usc	42:1991 -> (removed)	33 U.S.C. 1251 et seq.; 42 U.S.C. 9601-9657; E.O. 13626, 77 FR 56749, 3 CFR, 2013 Comp., p. 306; E.O. 12777, 56 FR 54757, 3 CFR, 1991 Comp., p. 351; E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp., p. 193.
40:300	compilation-locator	usc	42:1987 -> (removed)	33 U.S.C. 1251 et seq.; 42 U.S.C. 9601-9657; E.O. 13626, 77 FR 56749, 3 CFR, 2013 Comp., p. 306; E.O. 12777, 56 FR 54757, 3 CFR, 1991 Comp., p. 351; E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp., p. 193.
40:305	compilation-locator	usc	42:1987 -> (removed)	42 U.S.C. 9601 et seq.; E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp. p. 193.
40:307	compilation-locator	usc	42:1987 -> (removed)	42 U.S.C. 9601 et seq.; sections 4 and 9, E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp. p. 193.
40:33	compilation-locator	usc	42:1971 -> (removed)	15 U.S.C. 637 note; 42 U.S.C. 4370d, 7601 note, 9605(f); E.O. 11625, 36 FR 19967, 3 CFR, 1971 Comp., p. 213; E.O. 12138, 49 FR 29637, 3 CFR, 1979 Comp., p. 393; E.O. 12432, 48 FR 32551, 3 CFR, 1983 Comp., p. 198, 2 CFR part 200.
40:33	compilation-locator	usc	42:1979 -> (removed)	15 U.S.C. 637 note; 42 U.S.C. 4370d, 7601 note, 9605(f); E.O. 11625, 36 FR 19967, 3 CFR, 1971 Comp., p. 213; E.O. 12138, 49 FR 29637, 3 CFR, 1979 Comp., p. 393; E.O. 12432, 48 FR 32551, 3 CFR, 1983 Comp., p. 198, 2 CFR part 200.
40:33	compilation-locator	usc	42:1983 -> (removed)	15 U.S.C. 637 note; 42 U.S.C. 4370d, 7601 note, 9605(f); E.O. 11625, 36 FR 19967, 3 CFR, 1971 Comp., p. 213; E.O. 12138, 49 FR 29637, 3 CFR, 1979 Comp., p. 393; E.O. 12432, 48 FR 32551, 3 CFR, 1983 Comp., p. 198, 2 CFR part 200.
40:451	compilation-locator	usc	42:1971 -> (removed)	7 U.S.C. 135 et seq., 136-136y; 15 U.S.C. 2001, 2003, 2005, 2006, 2601-2671, 21 U.S.C. 331j, 346a, 348; 31 U.S.C. 9701; 33 U.S.C. 1251 et seq., 1311, 1313d, 1314, 1318, 1321, 1326, 1330, 1342, 1344, 1345(d) and (e), 1361; 42 U.S.C. 241, 242b, 243, 246, 300f, 300g, 300g-1, 300g-2, 300g-3, 300g-4, 300g-5, 300g-6, 300j-2, 300j-3, 300j-4, 300j-9, 1857 et seq., 6901-6992k, 7401-7671q, 7542, 9601-9657, 11023, 11048; E.O. 11735, 38 FR 21243, 3 CFR, 1971-1975 Comp., 973.
40:451	compilation-locator	usc	42:973 -> (removed)	7 U.S.C. 135 et seq., 136-136y; 15 U.S.C. 2001, 2003, 2005, 2006, 2601-2671, 21 U.S.C. 331j, 346a, 348; 31 U.S.C. 9701; 33 U.S.C. 1251 et seq., 1311, 1313d, 1314, 1318, 1321, 1326, 1330, 1342, 1344, 1345(d) and (e), 1361; 42 U.S.C. 241, 242b, 243, 246, 300f, 300g, 300g-1, 300g-2, 300g-3, 300g-4, 300g-5, 300g-6, 300j-2, 300j-3, 300j-4, 300j-9, 1857 et seq., 6901-6992k, 7401-7671q, 7542, 9601-9657, 11023, 11048; E.O. 11735, 38 FR 21243, 3 CFR, 1971-1975 Comp., 973.
40:9	compilation-locator	usc	33:1971 -> (removed)	7 U.S.C. 135 et seq. , 136-136y; 15 U.S.C. 2001, 2003, 2005, 2006, 2601-2671; 21 U.S.C. 331j, 346a, 31 U.S.C. 9701; 33 U.S.C. 1251 et seq. , 1311, 1313d, 1314, 1318, 1321, 1326, 1330, 1342, 1344, 1345 (d) and (e), 1361; E.O. 11735, 38 FR 21243, 3 CFR, 1971-1975 Comp. p. 973; 42 U.S.C. 241, 242b, 243, 246, 300f, 300g, 300g-1, 300g-2, 300g-3, 300g-4, 300g-5, 300g-6, 300j-1, 300j-2, 300j-3, 300j-4, 300j-9, 1857 et seq. , 6901-6992k, 7401-7671q, 7542, 9601-9657, 11023, 11048.
41:101-17	compilation-locator	usc	40:1978 -> (removed)	40 U.S.C. 285, 304c, 601 et seq., 490 note; E.O. 12072, 43 FR 36869, 3 CFR, 1978 Comp., p. 213.
41:102-3	compilation-locator	usc	40:1977 -> (removed)	40 U.S.C. 121; 5 U.S.C. chapter 10; and E.O. 12024, 42 FR 61445, 3 CFR, 1977 Comp., p. 158.
41:102-33	compilation-locator	usc	31:1966 -> (removed)	40 U.S.C. 121(c); 31 U.S.C. 101 et seq.; Reorganization Plan No. 2 of 1970, 35 FR 7959, 3 CFR, 1066-1970 Comp., p. 1070; E.O. 11541, 35 FR 10737, 3 CFR, 1966-1970 Comp., p. 939; and OMB Circular No. A-126 (Revised May 22, 1992), 57 FR 22150.
41:102-34	compilation-locator	usc	49:1982 -> (removed)	31 U.S.C. 1344; 40 U.S.C. 121(c); 40 U.S.C. 609, 40 U.S.C. 611; 40 U.S.C. 17503; 49 U.S.C. 32917; E.O. 12375, 47 FR 34105, 3 CFR, 1982 Comp., p. 202.
41:300-1	compilation-locator	usc	31:1971 -> (removed)	5 U.S.C. 5707; 40 U.S.C. 121(c); 49 U.S.C. 40118; 5 U.S.C. 5738; 5 U.S.C. 5741-5742; 20 U.S.C. 905(a); 31 U.S.C. 1353; E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586; Office of Management and Budget Circular No. A-126, revised May 22, 1992, 57 FR 22150.
41:301-80	compilation-locator	usc	40:1971 -> (removed)	5 U.S.C. 5707; 5 U.S.C. 5738; 40 U.S.C. 121(c); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-10	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905 (a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-15	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-16	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-17	compilation-locator	usc	5:1971 -> (removed)	5 U.S.C. 5724b; 5 U.S.C. 5738; E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-4	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-5	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-6	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-7	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-8	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:302-9	compilation-locator	usc	20:1971 -> (removed)	5 U.S.C. 5737a; 5 U.S.C. 5738; 20 U.S.C. 905(a); E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p. 586.
41:303-70	compilation-locator	usc	5:1971 -> (removed)	5 U.S.C. 5721-5738; 5741-5742; E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p 586; Presidential Memorandum of September 12, 2011, 76 FR 57621, 3 CFR, 2011 Comp., p. 356.
41:303-70	compilation-locator	usc	5:2011 -> (removed)	5 U.S.C. 5721-5738; 5741-5742; E.O. 11609, 36 FR 13747, 3 CFR, 1971-1975 Comp., p 586; Presidential Memorandum of September 12, 2011, 76 FR 57621, 3 CFR, 2011 Comp., p. 356.
41:60-300	compilation-locator	usc	38:1971 -> (removed)	29 U.S.C. 793; 38 U.S.C. 4211 and 4212; E.O. 11758 (3 CFR, 1971-1975 Comp., p. 841).
41:60-741	compilation-locator	usc	29:1971 -> (removed)	29 U.S.C. 705 and 793; E.O. 11758 (3 CFR, 1971-1975 Comp., p. 841).
42:81	compilation-locator	usc	42:2000 -> (removed)	42 U.S.C. 7384n(c); E.O. 13179, 65 FR 77487, 3 CFR, 2000 Comp., p. 321.
42:82	compilation-locator	usc	42:2000 -> (removed)	42 U.S.C. 7384n(d) and (e); E.O. 13179, 65 FR 77487, 3 CFR, 2000 Comp., p. 321.
42:83	compilation-locator	usc	42:2000 -> (removed)	42 U.S.C. 7384q; E.O. 13179, 65 FR 77487, 3 CFR, 2000 Comp., p. 321.
43:20	dotted-cfr-section	usc	43:2634 -> (removed)	5 U.S.C. 301, 7301; 5 U.S.C. App. (Reorganization Plan No. 3 of 1950); 30 U.S.C. 1211; 43 U.S.C. 11, 31(a); 5 CFR 2634.903, 2634.905.
43:9260	compilation-locator	usc	43:1971 -> (removed)	16 U.S.C. 4601-6a, 16 U.S.C. 670h, 16 U.S.C. 1246(i), 16 U.S.C. 1336, 43 U.S.C. 315a, 43 U.S.C. 1733(a), 43 U.S.C. 1740, and Executive Order 11644, 37 FR 2877, 3 CFR, 1971-1975 Comp., p. 666.
44:150	compilation-locator	usc	15:1978 -> (removed)	Federal Fire Prevention and Control Act of 1974, sec. 15, 15 U.S.C. 2214; Reorg. Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329, and E.O. 12127, dated Mar. 31, 1979, 3 CFR, 1979 Comp., p. 376.
44:150	compilation-locator	usc	15:1979 -> (removed)	Federal Fire Prevention and Control Act of 1974, sec. 15, 15 U.S.C. 2214; Reorg. Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329, and E.O. 12127, dated Mar. 31, 1979, 3 CFR, 1979 Comp., p. 376.
44:151	compilation-locator	usc	15:1978 -> (removed)	Secs. 11 and 21(b)(5), Federal Fire Prevention and Control Act of 1974 (15 U.S.C. 2210 and 2218(b)(5)); Reorganization Plan No. 3 of 1978 (3 CFR, 1978 Comp., p. 379) and E.O. 12127, dated Mar. 31, 1979 (3 CFR, 1979 Comp., p. 376).
44:151	compilation-locator	usc	15:1979 -> (removed)	Secs. 11 and 21(b)(5), Federal Fire Prevention and Control Act of 1974 (15 U.S.C. 2210 and 2218(b)(5)); Reorganization Plan No. 3 of 1978 (3 CFR, 1978 Comp., p. 379) and E.O. 12127, dated Mar. 31, 1979 (3 CFR, 1979 Comp., p. 376).
44:2	compilation-locator	usc	5:1979 -> (removed)	5 U.S.C. 552; 42 U.S.C. 3507; Reorganization Plan No. 3 of 1978, 5 U.S.C. App. 1; E.O. 12127, 3 CFR, 1979 Comp., p. 376; E.O. 12148, as amended, 3 CFR, 1979 Comp., p. 412.
44:207	compilation-locator	usc	42:1978 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:207	compilation-locator	usc	6:1979 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:207	compilation-locator	usc	6:2003 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:208	compilation-locator	usc	42:1978 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:208	compilation-locator	usc	6:1979 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:208	compilation-locator	usc	6:2003 -> (removed)	Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121 through 5206; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Homeland Security Act of 2002, 6 U.S.C. 101; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; E.O. 13286, 68 FR 10619, 3 CFR, 2003 Comp., p. 166.
44:209	compilation-locator	usc	42:1978 -> (removed)	Pub. L. 106-113, Div. B, sec. 1000(a)(5) (enacting H.R. 3425 by cross-reference), 113 Stat. 1501, 1536; Pub. L. 106-246, 114 Stat. 511, 568; Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121, Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412.
44:209	compilation-locator	usc	42:1979 -> (removed)	Pub. L. 106-113, Div. B, sec. 1000(a)(5) (enacting H.R. 3425 by cross-reference), 113 Stat. 1501, 1536; Pub. L. 106-246, 114 Stat. 511, 568; Robert T. Stafford Disaster Relief and Emergency Assistance Act, 42 U.S.C. 5121, Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412.
44:312	compilation-locator	usc	50:1978 -> (removed)	Sec. 803(a)(3) Pub. L. 97-86; sec. 401, Federal Civil Defense Act of 1950, as amended, 50 U.S.C. app. 2253; Reorganization Plan No. 3 of 1978; 3 CFR, 1978 Comp., p. 329; and E.O. 12148 of July 20, 1979, 44 FR 43239.
44:321	compilation-locator	usc	50:1978 -> (removed)	National Security Act of 1947, as amended 50 U.S.C. 404; Defense Production Act of 1950, as amended; 50 U.S.C. app. 2061 et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12148 (44 FR 43239).
44:323	compilation-locator	usc	50:1978 -> (removed)	National Security Act of 1947, as amended, 50 U.S.C. 404; Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12148 of July 20, 1979, 44 FR 43239.
44:327	compilation-locator	usc	50:1978 -> (removed)	National Security Act of 1947, as amended, 50 U.S.C. 404; Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12148 of July 20, 1979, 44 FR 43239.
44:329	compilation-locator	usc	50:1978 -> (removed)	Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12148 of July 20, 1979, 44 FR 43239; E.O. 10480 of Aug. 14, 1953, (18 FR 4939) as amended.
44:330	compilation-locator	usc	50:1978 -> (removed)	Defense Production Act of 1950, as amended, including amendment to sec. 101(c) by sec. 104 of the Energy Policy and Conservation Act (Pub. L. 94-163) 50 U.S.C. app. 2061 et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12148 of July 20, 1979, 44 FR 43239; E.O. 11912 of April 13, 1976.
44:332	compilation-locator	usc	50:1949 -> (removed)	Sec. 708, Defense Production Act of 1950, as amended (50 U.S.C. app. 2158); E.O. 10480, 3 CFR, 1949-1953 Comp., p. 961, as amended; E.O. 12148, 44 FR 43239.
44:334	compilation-locator	usc	50:1979 -> (removed)	National Security Act of 1947, as amended, 50 U.S.C. 404; Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq; E.O. 12148 of July 20, 1979, 3 CFR, 1979 Comp., p. 412; E.O. 10480 of Aug. 14, 1953, 3 CFR, 1949-53 Comp., p. 962; E.O. 12472 of Apr. 3, 1984; 3 CFR, 1984 Comp., p. 193; E.O. 12656 of Nov. 18, 1988, 53 FR 47491.
44:334	compilation-locator	usc	50:1949 -> (removed)	National Security Act of 1947, as amended, 50 U.S.C. 404; Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq; E.O. 12148 of July 20, 1979, 3 CFR, 1979 Comp., p. 412; E.O. 10480 of Aug. 14, 1953, 3 CFR, 1949-53 Comp., p. 962; E.O. 12472 of Apr. 3, 1984; 3 CFR, 1984 Comp., p. 193; E.O. 12656 of Nov. 18, 1988, 53 FR 47491.
44:334	compilation-locator	usc	50:1984 -> (removed)	National Security Act of 1947, as amended, 50 U.S.C. 404; Defense Production Act of 1950, as amended, 50 U.S.C. app. 2061 et seq; E.O. 12148 of July 20, 1979, 3 CFR, 1979 Comp., p. 412; E.O. 10480 of Aug. 14, 1953, 3 CFR, 1949-53 Comp., p. 962; E.O. 12472 of Apr. 3, 1984; 3 CFR, 1984 Comp., p. 193; E.O. 12656 of Nov. 18, 1988, 53 FR 47491.
44:353	compilation-locator	usc	31:1988 -> (removed)	31 U.S.C. 9701; E.O. 12657 of Nov. 18, 1988; 3 CFR, 1988 Comp., p. 611; 50 U.S.C. app. 2251 note; E.O. 12148 of July 20, 1979; 3 CFR, 1979 Comp., p. 412, 50 U.S.C. app. 2251 note.
44:353	compilation-locator	usc	50:1979 -> (removed)	31 U.S.C. 9701; E.O. 12657 of Nov. 18, 1988; 3 CFR, 1988 Comp., p. 611; 50 U.S.C. app. 2251 note; E.O. 12148 of July 20, 1979; 3 CFR, 1979 Comp., p. 412, 50 U.S.C. app. 2251 note.
44:361	compilation-locator	usc	42:1979 -> (removed)	Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Earthquake Hazards Reduction Act of 1977, as amended, 42 U.S.C. 7701 et seq.; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; and E.O. 12381, 47 FR 39795, 3 CFR, 1982 Comp., p. 207.
44:361	compilation-locator	usc	42:1982 -> (removed)	Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; Earthquake Hazards Reduction Act of 1977, as amended, 42 U.S.C. 7701 et seq.; E.O. 12148, 44 FR 43239, 3 CFR, 1979 Comp., p. 412; and E.O. 12381, 47 FR 39795, 3 CFR, 1982 Comp., p. 207.
44:401	compilation-locator	usc	50:1949 -> (removed)	Sec. 704, 64 Stat. 816, as amended; 50 U.S.C. app. 2154, as amended; Interpret or apply secs. 101, 705, 64 Stat. 799, as amended; 50 U.S.C. app. 2071; E.O. 10480, 3 CFR, 1949-1953 Comp., p. 962.
44:402	compilation-locator	usc	50:1949 -> (removed)	Sec. 704, 64 Stat. 816, as amended; 50 U.S.C. app. 2154. Interpret or apply sec. 101, 64 Stat. 799, as amended; 50 U.S.C. app. 2071, E.O. 10480, 3 CFR, 1949-1953 Comp., p. 962.
44:60	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:60	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:64	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq., Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp.; p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp.; p. 376.
44:64	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq., Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp.; p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp.; p. 376.
44:65	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:65	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:67	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq. ; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:67	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq. ; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:70	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:70	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:71	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001, et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; 42 U.S.C. 4028; secs. 9 and 14, Pub. L. 101-591, 42 U.S.C. 4028(b).
44:71	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001, et seq.; Reorganization Plan No. 3 of 1978, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376; 42 U.S.C. 4028; secs. 9 and 14, Pub. L. 101-591, 42 U.S.C. 4028(b).
44:72	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:72	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:75	compilation-locator	usc	42:1978 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:75	compilation-locator	usc	42:1979 -> (removed)	42 U.S.C. 4001 et seq.; Reorganization Plan No. 3 of 1978, 43 FR 41943, 3 CFR, 1978 Comp., p. 329; E.O. 12127 of Mar. 31, 1979, 44 FR 19367, 3 CFR, 1979 Comp., p. 376.
44:9	compilation-locator	usc	42:1977 -> (removed)	6 U.S.C. 101 et seq.; 42 U.S.C. 4001 et seq.; 42 U.S.C. 4321 et seq.; E.O. 11988 of May 24, 1977, 42 FR 26951, 3 CFR, 1977 Comp., p. 117; E.O. 11990 of May 24, 1977, 42 FR 26961, 3 CFR, 1977 Comp. p. 121; E.O. 13690, 80 FR 6425; E.O. 14030, 86 FR 27967.
45:1148	compilation-locator	usc	31:1987 -> (removed)	5 U.S.C. 552; 28 U.S.C. 1746; 31 U.S.C. 3717; E.O. 12600, 52 FR 23781, 3 CFR, 1987 Comp.
