rin	publication_id	edition_year	usc_title	usc_section	usc_appendix	authority_text	whole_citation
1550-AC37	201004	2010	12	1467a	False	12 USC 1467a	12 USC 1467a
1550-AC37	201004	2010	12	1814	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1550-AC37	201004	2010	12	1816	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1550-AC37	201004	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1550-AC37	201004	2010	12	2901	False	12 USC 2901 to 2907	12 USC 2901 to 2907
1550-AC38	201004	2010	12	1462a	False	12 USC 1462a	12 USC 1462a
1550-AC38	201004	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC38	201004	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC38	201010	2010	12	1462a	False	12 USC 1462a	12 USC 1462a
1550-AC38	201010	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC38	201010	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC40	201010	2010	12	1462	False	12 USC 1462	12 USC 1462
1550-AC40	201010	2010	12	1462a	False	12 USC 1462a	12 USC 1462a
1550-AC40	201010	2010	12	1463	False	12 USC 1463	12 USC 1463
1550-AC40	201010	2010	12	1464	False	12 USC 1464	12 USC 1464
1550-AC40	201010	2010	12	1467a	False	12 USC 1467a	12 USC 1467a
1550-AC41	201010	2010	12	1462	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC41	201010	2010	12	1462a	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC41	201010	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC41	201010	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC41	201010	2010	12	1467a	False	12 USC 1467a	12 USC 1467a
1550-AC41	201010	2010	12	1828	False	12 USC 1828(note)	12 USC 1828(note)
1550-AC42	201010	2010	12	1462a	False	12 USC 1462a	12 USC 1462a
1550-AC42	201010	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC42	201010	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC42	201010	2010	12	1467a	False	12 USC 1467a	12 USC 1467a
1550-AC42	201010	2010	12	1814	False	12 USC 1814	12 USC 1814
1550-AC42	201010	2010	12	1816	False	12 USC 1816	12 USC 1816
1550-AC42	201010	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1550-AC42	201010	2010	12	2901	False	12 USC 2901 to 2907	12 USC 2901 to 2907
1550-AC43	201010	2010	12	1462	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC43	201010	2010	12	1462a	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC43	201010	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC43	201010	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC43	201010	2010	12	1467a	False	12 USC 1467a	12 USC 1467a
1550-AC43	201010	2010	12	1828	False	12 USC 1828(note)	12 USC 1828(note)
1550-AC44	201010	2010	12	1462	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC44	201010	2010	12	1462a	False	12 USC 1462 and 1462a	12 USC 1462 and 1462a
1550-AC44	201010	2010	12	1463	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC44	201010	2010	12	1464	False	12 USC 1463 and 1464	12 USC 1463 and 1464
1550-AC44	201010	2010	12	1467a	False	12 USC 1467a and 1701j-3	12 USC 1467a and 1701j-3
1550-AC44	201010	2010	12	1701j-3	False	12 USC 1467a and 1701j-3	12 USC 1467a and 1701j-3
1550-AC44	201010	2010	12	1828	False	12 USC 1828	12 USC 1828
1550-AC44	201010	2010	12	3803	False	12 USC 3803 and 3806	12 USC 3803 and 3806
1550-AC44	201010	2010	12	3806	False	12 USC 3803 and 3806	12 USC 3803 and 3806
1557-AB93	201004	2010	12	1828	False	12 USC 1828(t)	12 USC 1828(t)
1557-AB93	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AB93	201010	2010	12	24	False	12 USC 24	12 USC 24
1557-AB93	201010	2010	12	92a	False	12 USC 92a and 93a	12 USC 92a and 93a
1557-AB93	201010	2010	12	93a	False	12 USC 92a and 93a	12 USC 92a and 93a
1557-AC80	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AC99	201004	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AC99	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AC99	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AC99	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AC99	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AC99	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AC99	201010	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AC99	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AC99	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AC99	201010	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AC99	201010	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AC99	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD03	201004	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD03	201004	2010	12	84	False	12 USC 84	12 USC 84
1557-AD03	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD03	201010	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD03	201010	2010	12	84	False	12 USC 84	12 USC 84
1557-AD03	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD07	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD07	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD07	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD07	201010	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD07	201010	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD07	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD08	201004	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD08	201004	2010	12	84	False	12 USC 84	12 USC 84
1557-AD08	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD16	201004	2010	12	1442	False	12 USC 1442	12 USC 1442
1557-AD16	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD16	201004	2010	12	1817	False	12 USC 1817(a)(2) and 1817(a)(3)	12 USC 1817(a)(2) and 1817(a)(3)
1557-AD16	201004	2010	12	1818	False	12 USC 1818(u) and 1818(v)	12 USC 1818(u) and 1818(v)
1557-AD16	201004	2010	12	1820	False	12 USC 1820(d)(6)	12 USC 1820(d)(6)
1557-AD16	201004	2010	12	1821	False	12 USC 1821(c), 1821(o), and 1821(t)	12 USC 1821(c), 1821(o), and 1821(t)
1557-AD16	201004	2010	12	1831m	False	12 USC 1831m	12 USC 1831m
1557-AD16	201004	2010	12	1831o	False	12 USC 1831o	12 USC 1831o
1557-AD16	201004	2010	12	1831p-1	False	12 USC 1831p-1	12 USC 1831p-1
1557-AD16	201004	2010	12	1833e	False	12 USC 1833e	12 USC 1833e
1557-AD16	201004	2010	12	1867	False	12 USC 1867	12 USC 1867
1557-AD16	201004	2010	12	1951	False	12 USC 1951 et seq	12 USC 1951 et seq
1557-AD16	201004	2010	12	2601	False	12 USC 2601 et seq	12 USC 2601 et seq
1557-AD16	201004	2010	12	2801	False	12 USC 2801 et seq	12 USC 2801 et seq
1557-AD16	201004	2010	12	2901	False	12 USC 2901 et seq	12 USC 2901 et seq
1557-AD16	201004	2010	12	3101	False	12 USC 3101 et seq	12 USC 3101 et seq
1557-AD16	201004	2010	12	3401	False	12 USC 3401 et seq	12 USC 3401 et seq
1557-AD16	201004	2010	12	481	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD16	201004	2010	12	482	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD16	201004	2010	12	484	False	12 USC 484(a)	12 USC 484(a)
1557-AD16	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD16	201010	2010	12	1442	False	12 USC 1442	12 USC 1442
1557-AD16	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD16	201010	2010	12	1817	False	12 USC 1817(a)(2) and 1817(a)(3)	12 USC 1817(a)(2) and 1817(a)(3)
1557-AD16	201010	2010	12	1818	False	12 USC 1818(u) and 1818(v)	12 USC 1818(u) and 1818(v)
1557-AD16	201010	2010	12	1820	False	12 USC 1820(d)(6)	12 USC 1820(d)(6)
1557-AD16	201010	2010	12	1821	False	12 USC 1821(c), 1821(o), and 1821(t)	12 USC 1821(c), 1821(o), and 1821(t)
1557-AD16	201010	2010	12	1831m	False	12 USC 1831m	12 USC 1831m
1557-AD16	201010	2010	12	1831o	False	12 USC 1831o	12 USC 1831o
1557-AD16	201010	2010	12	1831p-1	False	12 USC 1831p-1	12 USC 1831p-1
1557-AD16	201010	2010	12	1867	False	12 USC 1867	12 USC 1867
1557-AD16	201010	2010	12	1951	False	12 USC 1951 et seq	12 USC 1951 et seq
1557-AD16	201010	2010	12	2601	False	12 USC 2601 et seq	12 USC 2601 et seq
1557-AD16	201010	2010	12	2801	False	12 USC 2801 et seq	12 USC 2801 et seq
1557-AD16	201010	2010	12	2901	False	12 USC 2901 et seq	12 USC 2901 et seq
1557-AD16	201010	2010	12	3101	False	12 USC 3101 et seq	12 USC 3101 et seq
1557-AD16	201010	2010	12	3401	False	12 USC 3401 et seq	12 USC 3401 et seq
1557-AD16	201010	2010	12	481	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD16	201010	2010	12	482	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD16	201010	2010	12	484	False	12 USC 484(a)	12 USC 484(a)
1557-AD16	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD16	201010	2010	12	1833e	False	Subpart D also issued under 12 USC 1833e	Subpart D also issued under 12 USC 1833e
1557-AD17	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD17	201004	2010	12	1881	False	12 USC 1881 to 1884	12 USC 1881 to 1884
1557-AD17	201004	2010	12	3401	False	12 USC 3401 to 3422	12 USC 3401 to 3422
1557-AD17	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD17	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD17	201010	2010	12	1881	False	12 USC 1881 to 1884	12 USC 1881 to 1884
1557-AD17	201010	2010	12	3401	False	12 USC 3401 to 3422	12 USC 3401 to 3422
1557-AD17	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD18	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD18	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD18	201004	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD18	201004	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD18	201004	2010	12	1831n	False	12 USC 1831n note	12 USC 1831n note
1557-AD18	201004	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD18	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD18	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD18	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD18	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD18	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD18	201010	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD18	201010	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD18	201010	2010	12	1831n	False	12 USC 1831n note	12 USC 1831n note
1557-AD18	201010	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD18	201010	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD18	201010	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD18	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD22	201004	2010	12	1442	False	12 USC 1442	12 USC 1442
1557-AD22	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD22	201004	2010	12	1817	False	12 USC 1817(a)(3)	12 USC 1817(a)(3)
1557-AD22	201004	2010	12	1818	False	12 USC 1818(u) to 1818(v)	12 USC 1818(u) to 1818(v)
1557-AD22	201004	2010	12	1820	False	12 USC 1820(d)(6), 1820(k)	12 USC 1820(d)(6), 1820(k)
1557-AD22	201004	2010	12	1821	False	12 USC 1821(o), 1821(t)	12 USC 1821(o), 1821(t)
1557-AD22	201004	2010	12	1831m	False	12 USC 1831m	12 USC 1831m
1557-AD22	201004	2010	12	1831o	False	12 USC 1831o	12 USC 1831o
1557-AD22	201004	2010	12	1831p-1	False	12 USC 1831p-1	12 USC 1831p-1
1557-AD22	201004	2010	12	1833e	False	12 USC 1833e	12 USC 1833e
1557-AD22	201004	2010	12	1867	False	12 USC 1867	12 USC 1867
1557-AD22	201004	2010	12	1951	False	12 USC 1951 et seq	12 USC 1951 et seq
1557-AD22	201004	2010	12	2801	False	12 USC 2801 et seq	12 USC 2801 et seq
1557-AD22	201004	2010	12	2901	False	12 USC 2901 et seq	12 USC 2901 et seq
1557-AD22	201004	2010	12	3101	False	12 USC 3101 et seq	12 USC 3101 et seq
1557-AD22	201004	2010	12	3401	False	12 USC 3401 et seq	12 USC 3401 et seq
1557-AD22	201004	2010	12	481	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD22	201004	2010	12	482	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD22	201004	2010	12	484	False	12 USC 484(a)	12 USC 484(a)
1557-AD22	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD22	201010	2010	12	1442	False	12 USC 1442	12 USC 1442
1557-AD22	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD22	201010	2010	12	1817	False	12 USC 1817(a)(3)	12 USC 1817(a)(3)
1557-AD22	201010	2010	12	1818	False	12 USC 1818(u) to 1818(v)	12 USC 1818(u) to 1818(v)
1557-AD22	201010	2010	12	1820	False	12 USC 1820(d)(6), 1820(k)	12 USC 1820(d)(6), 1820(k)
1557-AD22	201010	2010	12	1821	False	12 USC 1821(o), 1821(t)	12 USC 1821(o), 1821(t)
1557-AD22	201010	2010	12	1831m	False	12 USC 1831m	12 USC 1831m
1557-AD22	201010	2010	12	1831o	False	12 USC 1831o	12 USC 1831o
1557-AD22	201010	2010	12	1831p-1	False	12 USC 1831p-1	12 USC 1831p-1
1557-AD22	201010	2010	12	1833e	False	12 USC 1833e	12 USC 1833e
1557-AD22	201010	2010	12	1867	False	12 USC 1867	12 USC 1867
1557-AD22	201010	2010	12	1951	False	12 USC 1951 et seq	12 USC 1951 et seq
1557-AD22	201010	2010	12	2801	False	12 USC 2801 et seq	12 USC 2801 et seq
1557-AD22	201010	2010	12	2901	False	12 USC 2901 et seq	12 USC 2901 et seq
1557-AD22	201010	2010	12	3101	False	12 USC 3101 et seq	12 USC 3101 et seq
1557-AD22	201010	2010	12	3401	False	12 USC 3401 et seq	12 USC 3401 et seq
1557-AD22	201010	2010	12	481	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD22	201010	2010	12	482	False	12 USC 481 and 482	12 USC 481 and 482
1557-AD22	201010	2010	12	484	False	12 USC 484(a)	12 USC 484(a)
1557-AD22	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD23	201004	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD23	201004	2010	12	1701j-3	False	12 USC 1701j-3	12 USC 1701j-3
1557-AD23	201004	2010	12	1828	False	12 USC 1828(o)	12 USC 1828(o)
1557-AD23	201004	2010	12	29	False	12 USC 29	12 USC 29
1557-AD23	201004	2010	12	3331	False	12 USC 3331 et seq	12 USC 3331 et seq
1557-AD23	201004	2010	12	371	False	12 USC 371	12 USC 371
1557-AD23	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD23	201010	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD23	201010	2010	12	1701j-3	False	12 USC 1701j-3	12 USC 1701j-3
1557-AD23	201010	2010	12	1828	False	12 USC 1828(o)	12 USC 1828(o)
1557-AD23	201010	2010	12	29	False	12 USC 29	12 USC 29
1557-AD23	201010	2010	12	3331	False	12 USC 3331 et seq	12 USC 3331 et seq
1557-AD23	201010	2010	12	371	False	12 USC 371	12 USC 371
1557-AD23	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD24	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD24	201004	2010	12	1814	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD24	201004	2010	12	1816	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD24	201004	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1557-AD24	201004	2010	12	1835a	False	12 USC 1835a	12 USC 1835a
1557-AD24	201004	2010	12	21	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD24	201004	2010	12	22	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD24	201004	2010	12	215	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD24	201004	2010	12	215a	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD24	201004	2010	12	26	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD24	201004	2010	12	27	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD24	201004	2010	12	2901	False	12 USC 2901 to 2908	12 USC 2901 to 2908
1557-AD24	201004	2010	12	30	False	12 USC 30	12 USC 30
1557-AD24	201004	2010	12	3101	False	12 USC 3101 to 3111	12 USC 3101 to 3111
1557-AD24	201004	2010	12	36	False	12 USC 36	12 USC 36
1557-AD24	201004	2010	12	481	False	12 USC 481	12 USC 481
1557-AD24	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD24	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD24	201010	2010	12	1814	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD24	201010	2010	12	1816	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD24	201010	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1557-AD24	201010	2010	12	1835a	False	12 USC 1835a	12 USC 1835a
1557-AD24	201010	2010	12	21	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD24	201010	2010	12	22	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD24	201010	2010	12	215	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD24	201010	2010	12	215a	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD24	201010	2010	12	26	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD24	201010	2010	12	27	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD24	201010	2010	12	2901	False	12 USC 2901 to 2908	12 USC 2901 to 2908
1557-AD24	201010	2010	12	30	False	12 USC 30	12 USC 30
1557-AD24	201010	2010	12	3101	False	12 USC 3101 to 3111	12 USC 3101 to 3111
1557-AD24	201010	2010	12	36	False	12 USC 36	12 USC 36
1557-AD24	201010	2010	12	481	False	12 USC 481	12 USC 481
1557-AD24	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD25	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD25	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD25	201004	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD25	201004	2010	12	1831n	False	12 USC 1831n note	12 USC 1831n note
1557-AD25	201004	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD25	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD25	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD25	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD26	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD26	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD26	201004	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD26	201004	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD26	201004	2010	12	1831	False	12 USC 1831(n) note	12 USC 1831(n) note
1557-AD26	201004	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD26	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD26	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD26	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD27	201004	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD27	201004	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD27	201004	2010	12	481	False	12 USC 481	12 USC 481
1557-AD27	201004	2010	12	484	False	12 USC 484	12 USC 484
1557-AD27	201004	2010	12	71	False	12 USC 71 to 71a	12 USC 71 to 71a
1557-AD27	201004	2010	12	92	False	12 USC 92 to 92a	12 USC 92 to 92a
1557-AD27	201004	2010	12	93	False	12 USC 93 and 93a	12 USC 93 and 93a
1557-AD27	201004	2010	12	93a	False	12 USC 93 and 93a	12 USC 93 and 93a
1557-AD27	201010	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD27	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD27	201010	2010	12	481	False	12 USC 481	12 USC 481
1557-AD27	201010	2010	12	484	False	12 USC 484	12 USC 484
1557-AD27	201010	2010	12	71	False	12 USC 71 to 71a	12 USC 71 to 71a
1557-AD27	201010	2010	12	92	False	12 USC 92 to 92a	12 USC 92 to 92a
1557-AD27	201010	2010	12	93	False	12 USC 93 and 93a	12 USC 93 and 93a
1557-AD27	201010	2010	12	93a	False	12 USC 93 and 93a	12 USC 93 and 93a
1557-AD29	201004	2010	12	161	False	12 USC 161	12 USC 161
1557-AD29	201004	2010	12	1814	False	12 USC 1814	12 USC 1814
1557-AD29	201004	2010	12	1816	False	12 USC 1816	12 USC 1816
1557-AD29	201004	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1557-AD29	201004	2010	12	1835a	False	12 USC 1835a	12 USC 1835a
1557-AD29	201004	2010	12	21	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD29	201004	2010	12	22	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD29	201004	2010	12	215	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD29	201004	2010	12	215a	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD29	201004	2010	12	26	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD29	201004	2010	12	27	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD29	201004	2010	12	2901	False	12 USC 2901 to 2907	12 USC 2901 to 2907
1557-AD29	201004	2010	12	3101	False	12 USC 3101 to 3111	12 USC 3101 to 3111
1557-AD29	201004	2010	12	36	False	12 USC 36	12 USC 36
1557-AD29	201004	2010	12	481	False	12 USC 481	12 USC 481
1557-AD29	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD30	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD30	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD30	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD30	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD30	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD30	201010	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD30	201010	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD30	201010	2010	12	1831n	False	12 USC 1831n note	12 USC 1831n note
1557-AD30	201010	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD30	201010	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD30	201010	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD30	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD31	201004	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD31	201004	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD31	201004	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD31	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD31	201010	2010	12	1818	False	12 USC 1818	12 USC 1818
1557-AD31	201010	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD31	201010	2010	12	1828	False	12 USC 1828(n)	12 USC 1828(n)
1557-AD31	201010	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD31	201010	2010	12	3907	False	12 USC 3907	12 USC 3907
1557-AD31	201010	2010	12	3909	False	12 USC 3909	12 USC 3909
1557-AD31	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD32	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD32	201010	2010	12	1814	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD32	201010	2010	12	1816	False	12 USC 1814 and 1816	12 USC 1814 and 1816
1557-AD32	201010	2010	12	1828	False	12 USC 1828(c) and 1835a	12 USC 1828(c) and 1835a
1557-AD32	201010	2010	12	1835a	False	12 USC 1828(c) and 1835a	12 USC 1828(c) and 1835a
1557-AD32	201010	2010	12	21	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD32	201010	2010	12	22	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD32	201010	2010	12	215	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD32	201010	2010	12	215a	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD32	201010	2010	12	26	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD32	201010	2010	12	27	False	12 USC 26 and 27	12 USC 26 and 27
1557-AD32	201010	2010	12	2901	False	12 USC 2901 to 2907	12 USC 2901 to 2907
1557-AD32	201010	2010	12	3101	False	12 USC 3101 to 3111	12 USC 3101 to 3111
1557-AD32	201010	2010	12	36	False	12 USC 36	12 USC 36
1557-AD32	201010	2010	12	481	False	12 USC 481	12 USC 481
1557-AD32	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD33	201010	2010	12	1	False	12 USC 1 et seq	12 USC 1 et seq
1557-AD33	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD33	201010	2010	12	1818	False	12 USC 1818 and 1828(n)	12 USC 1818 and 1828(n)
1557-AD33	201010	2010	12	1828	False	12 USC 1818 and 1828(n)	12 USC 1818 and 1828(n)
1557-AD33	201010	2010	12	1828	False	12 USC 1828 note	12 USC 1828 note
1557-AD33	201010	2010	12	1831n	False	12 USC 1831n note	12 USC 1831n note
1557-AD33	201010	2010	12	1835	False	12 USC 1835	12 USC 1835
1557-AD33	201010	2010	12	3907	False	12 USC 3907 and 3909	12 USC 3907 and 3909
1557-AD33	201010	2010	12	3909	False	12 USC 3907 and 3909	12 USC 3907 and 3909
1557-AD33	201010	2010	12	93a	False	12 USC 93a	12 USC 93a
1557-AD34	201010	2010	12	161	False	12 USC 161	12 USC 161
1557-AD34	201010	2010	12	1814	False	12 USC 1814	12 USC 1814
1557-AD34	201010	2010	12	1816	False	12 USC 1816	12 USC 1816
1557-AD34	201010	2010	12	1828	False	12 USC 1828(c)	12 USC 1828(c)
1557-AD34	201010	2010	12	1835a	False	12 USC 1835a	12 USC 1835a
1557-AD34	201010	2010	12	21	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD34	201010	2010	12	22	False	12 USC 21 and 22	12 USC 21 and 22
1557-AD34	201010	2010	12	215	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD34	201010	2010	12	215a	False	12 USC 215 and 215a	12 USC 215 and 215a
1557-AD34	201010	2010	12	26	False	12 USC 26 and 27	12 USC 26 and 27
